date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
08/2023,Incumbent,83,19-4092.00,"Visit morgues, examine scenes of crimes, or contact other sources to obtain evidence or information to be used in investigations.",1584,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Train new technicians or other personnel on forensic science techniques.,18481,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Operate and maintain laboratory equipment and apparatus.,1574,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Collect impressions of dust from surfaces to obtain and identify fingerprints.,1582,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Examine and analyze blood stain patterns at crime scenes.,18482,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Analyze gunshot residue and bullet paths to determine how shootings occurred.,1583,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Confer with ballistics, fingerprinting, handwriting, documents, electronics, medical, chemical, or metallurgical experts concerning evidence and its interpretation.",1589,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Prepare solutions, reagents, or sample formulations needed for laboratory work.",1575,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Examine footwear, tire tracks, or other types of impressions.",23966,Core,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Examine physical evidence, such as hair, biological fluids, fiber, wood, or soil residues to obtain information about its source and composition.",23967,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Reconstruct crime scenes to determine relationships among pieces of evidence.,1580,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Determine types of bullets and specific weapons used in shootings.,20401,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Review forensic analysts' reports for technical merit.,20400,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Interpret laboratory findings or test results to identify and classify substances, materials, or other evidence collected at crime scenes.",1573,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Compare objects, such as tools, with impression marks to determine whether a specific object is responsible for a specific mark.",1590,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Identify and quantify drugs or poisons found in biological fluids or tissues, in foods, or at crime scenes.",1578,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,"Examine firearms to determine mechanical condition and legal status, performing restoration work on damaged firearms to obtain information, such as serial numbers.",1587,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Analyze DNA data to identify DNA donor profiles.,23968,Supplemental,Forensic Science Technicians
08/2023,Incumbent,83,19-4092.00,Analyze data from computers or other digital media sources for evidence related to criminal activity.,23969,Supplemental,Forensic Science Technicians
08/2020,Incumbent,55,19-4099.01,"Conduct routine and non-routine analyses of in-process materials, raw materials, environmental samples, finished goods, or stability samples.",16980,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",16974,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,"Calibrate, validate, or maintain laboratory equipment.",16978,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Ensure that lab cleanliness and safety standards are maintained.,16961,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Perform visual inspections of finished products.,16956,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",16977,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Compile laboratory test data and perform appropriate analyses.,16979,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Identify and troubleshoot equipment problems.,16959,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",16964,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Investigate or report questionable test results.,16973,Core,Quality Control Analysts
08/2020,Incumbent,54,19-4099.01,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",16972,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Identify quality problems and recommend solutions.,16975,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Participate in out-of-specification and failure investigations and recommend corrective actions.,16971,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Receive and inspect raw materials.,16967,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Train other analysts to perform laboratory procedures and assays.,16955,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Supply quality control data necessary for regulatory submissions.,16966,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,"Serve as a technical liaison between quality control and other departments, vendors, or contractors.",16957,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Write or revise standard quality control operating procedures.,16965,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Participate in internal assessments and audits as required.,16958,Core,Quality Control Analysts
08/2020,Incumbent,54,19-4099.01,Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.,16970,Core,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Evaluate analytical methods and procedures to determine how they might be improved.,16976,Core,Quality Control Analysts
08/2020,Incumbent,54,19-4099.01,Prepare or review required method transfer documentation including technical transfer protocols or reports.,16969,Supplemental,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Review data from contract laboratories to ensure accuracy and regulatory compliance.,16968,Supplemental,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Develop and qualify new testing methods.,16962,Supplemental,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Coordinate testing with contract laboratories and vendors.,16963,Supplemental,Quality Control Analysts
08/2020,Incumbent,55,19-4099.01,Evaluate new technologies and methods to make recommendations regarding their use.,16960,Supplemental,Quality Control Analysts
07/2012,Incumbent,68,19-4099.03,"Collect geospatial data, using technologies such as aerial photography, light and radio wave detection systems, digital satellites, or thermal energy systems.",16999,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Verify integrity and accuracy of data contained in remote sensing image analysis systems.,16986,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Integrate remotely sensed data with other geospatial data.,16991,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs.",16996,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Adjust remotely sensed images for optimum presentation by using software to select image displays, define image set categories, or choose processing routines.",16997,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Manipulate raw data to enhance interpretation, either on the ground or during remote sensing flights.",16998,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Merge scanned images or build photo mosaics of large areas, using image processing software.",16990,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Participate in the planning or development of mapping projects.,16981,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Prepare documentation or presentations, including charts, photos, or graphs.",16987,Core,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Correct raw data for errors due to factors such as skew or atmospheric variation.,16994,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Calibrate data collection equipment.,16995,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Develop or maintain geospatial information databases.,16993,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Monitor raw data quality during collection, and make equipment corrections as necessary.",16989,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Maintain records of survey data.,16982,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Operate airborne remote sensing equipment, such as survey cameras, sensors, or scanners.",16988,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions.",16992,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,"Collect verification data on the ground, using equipment such as global positioning receivers, digital cameras, or notebook computers.",16985,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Document methods used and write technical reports containing information collected.,16983,Supplemental,Remote Sensing Technicians
07/2012,Incumbent,68,19-4099.03,Develop specialized computer software routines to customize and integrate image analysis.,16984,Supplemental,Remote Sensing Technicians
07/2011,Analyst,68,19-4099.03,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.,19804,Supplemental,Remote Sensing Technicians
07/2011,Analyst,68,19-4099.03,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.,19805,Supplemental,Remote Sensing Technicians
07/2011,Analyst,68,19-4099.03,"Provide remote sensing data for use in addressing environmental issues, such as surface water modeling or dust cloud detection.",19806,Supplemental,Remote Sensing Technicians
08/2019,Occupational Expert,22,19-5011.00,"Recommend measures to help protect workers from potentially hazardous work methods, processes, or materials.",11063,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Order suspension of activities that pose threats to workers' health or safety.,11062,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Investigate accidents to identify causes or to determine how such accidents might be prevented in the future.,11064,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Inspect or evaluate workplace environments, equipment, or practices to ensure compliance with safety standards and government regulations.",11067,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Collaborate with engineers or physicians to institute control or remedial measures for hazardous or potentially hazardous conditions or equipment.,11068,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Develop or maintain hygiene programs, such as noise surveys, continuous atmosphere monitoring, ventilation surveys, or asbestos management plans.",11066,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Coordinate ""right-to-know"" programs regarding hazardous chemicals or other substances.",11073,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Conduct safety training or education programs and demonstrate the use of safety equipment.,11069,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Collect samples of dust, gases, vapors, or other potentially toxic materials for analysis.",11071,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,21,19-5011.00,"Investigate the adequacy of ventilation, exhaust equipment, lighting, or other conditions that could affect employee health, comfort, or performance.",11065,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Analyze incident data to identify trends in injuries, illnesses, accidents, or other hazards.",21142,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,21,19-5011.00,Investigate health-related complaints and inspect facilities to ensure that they comply with public health legislation and regulations.,11072,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Collect samples of hazardous materials or arrange for sample collection.,11078,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,21,19-5011.00,Maintain or update emergency response plans or procedures.,11074,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Provide new-employee health and safety orientations and develop materials for these presentations.,11070,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Inspect specified areas to ensure the presence of fire prevention equipment, safety equipment, or first-aid supplies.",11076,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Maintain inventories of hazardous materials or hazardous wastes, using waste tracking systems to ensure that materials are handled properly.",11079,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Develop or maintain medical monitoring programs for employees.,11075,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Conduct audits at hazardous waste sites or industrial sites or participate in hazardous waste site investigations.,11077,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,Perform laboratory analyses or physical inspections of samples to detect disease or to assess purity or cleanliness.,11081,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,22,19-5011.00,"Prepare hazardous, radioactive, or mixed waste samples for transportation or storage by treating, compacting, packaging, and labeling them.",11080,Core,Occupational Health and Safety Specialists
08/2019,Occupational Expert,20,19-5012.00,"Test workplaces for environmental hazards, such as exposure to radiation, chemical or biological hazards, or excessive noise.",11087,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Prepare or calibrate equipment used to collect or analyze samples.,11085,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Maintain all required environmental records and documentation.,11082,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Supply, operate, or maintain personal protective equipment.",11083,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Prepare or review specifications or orders for the purchase of safety equipment, ensuring that proper features are present and that items conform to health and safety standards.",11088,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,19,19-5012.00,Conduct worker studies to determine whether specific instances of disease or illness are job-related.,20251,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Recommend corrective measures to be applied based on results of environmental contaminant analyses.,20250,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Verify availability or monitor use of safety equipment, such as hearing protection or respirators.",20248,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Review records or reports concerning laboratory results, staffing, floor plans, fire inspections, or sanitation to gather information for the development or enforcement of safety activities.",11096,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,19,19-5012.00,Evaluate situations or make determinations when a worker has refused to work on the grounds that danger or potential harm exists.,20249,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Help direct rescue or firefighting operations in the event of a fire or an explosion.,11100,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Inspect fire suppression systems or portable fire systems to ensure proper working order.,20252,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Train workers in safety procedures related to green jobs, such as the use of fall protection devices or maintenance of proper ventilation during wind turbine construction.",19818,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Plan emergency response drills.,11098,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Prepare documents to be used in legal proceedings, testifying in such proceedings when necessary.",11097,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Provide consultation to organizations or agencies on the workplace application of safety principles, practices, or techniques.",20253,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Educate the public about health issues or enforce health legislation to prevent disease, to promote health, or to help people understand health protection procedures and regulations.",11093,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Test or balance newly installed HVAC systems to determine whether indoor air quality standards are met.,19817,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Examine credentials, licenses, or permits to ensure compliance with licensing requirements.",11091,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,19,19-5012.00,"Maintain logbooks of daily activities, including areas visited or activities performed.",11099,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Collect data regarding potential hazards from new equipment or products linked to green practices.,19813,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,"Confer with schools, state authorities, or community groups to develop health standards or programs.",11101,Core,Occupational Health and Safety Technicians
08/2019,Occupational Expert,19,19-5012.00,Conduct interviews to obtain information or evidence regarding communicable diseases or violations of health or sanitation regulations.,11095,Supplemental,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Collect data related to ecological or human health risks at brownfield sites.,19814,Supplemental,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Perform tests to identify any potential hazards related to recycled products used at green building sites.,19816,Supplemental,Occupational Health and Safety Technicians
08/2019,Occupational Expert,20,19-5012.00,Examine practices at green building sites to determine whether adherence to green building standards alters risks to workers.,19815,Supplemental,Occupational Health and Safety Technicians
08/2021,Incumbent,53,21-1011.00,"Complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",5584,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,52,21-1011.00,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",5583,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Assess individuals' degree of drug dependency by collecting and analyzing urine samples.,18622,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,51,21-1011.00,Follow progress of discharged patients to determine effectiveness of treatments.,5601,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,53,21-1011.00,Conduct chemical dependency program orientation sessions.,5594,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Review and evaluate clients' progress in relation to measurable goals described in treatment and care plans.,5586,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,52,21-1011.00,"Coordinate activities with courts, probation officers, community services, or other post-treatment agencies.",5598,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,"Develop client treatment plans based on research, clinical experience, and client histories.",5585,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Modify treatment plans to comply with changes in client status.,5590,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,53,21-1011.00,"Coordinate counseling efforts with mental health professionals or other health professionals, such as doctors, nurses, or social workers.",5591,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,52,21-1011.00,Plan or implement follow-up or aftercare programs for clients to be discharged from treatment programs.,5593,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Intervene as an advocate for clients or patients to resolve emergency problems in crisis situations.,5588,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Attend training sessions to increase knowledge and skills.,5592,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,53,21-1011.00,"Interview clients, review records, and confer with other professionals to evaluate individuals' mental and physical condition and to determine their suitability for participation in a specific program.",5587,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,52,21-1011.00,"Instruct others in program methods, procedures, or functions.",5600,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,53,21-1011.00,Participate in case conferences or staff meetings.,5596,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Act as liaisons between clients and medical staff.,5597,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,"Provide clients or family members with information about addiction issues and about available services or programs, making appropriate referrals when necessary.",5589,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,53,21-1011.00,Train or supervise student interns or new staff members.,18623,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,"Counsel family members to assist them in understanding, dealing with, and supporting clients or patients.",5595,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Confer with family members or others close to clients to keep them informed of treatment planning and progress.,5599,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,52,21-1011.00,"Develop, implement, or evaluate public education, prevention, or health promotion programs, working in collaboration with organizations, institutions, or communities.",5602,Core,Substance Abuse and Behavioral Disorder Counselors
08/2021,Incumbent,54,21-1011.00,Supervise or direct other workers providing services to clients or patients.,5603,Supplemental,Substance Abuse and Behavioral Disorder Counselors
08/2018,Incumbent,100,21-1012.00,Provide crisis intervention to students when difficult situations occur at schools.,5608,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Confer with parents or guardians, teachers, administrators, and other professionals to discuss children's progress, resolve behavioral, academic, and other problems, and to determine priorities for students and their resource needs.",18624,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,99,21-1012.00,Identify cases of domestic abuse or other family problems and encourage students or parents to seek additional assistance from mental health professionals.,18626,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Counsel individuals to help them understand and overcome personal, social, or behavioral problems affecting their educational or vocational situations.",5605,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,102,21-1012.00,"Counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.",18627,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations.",5606,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,Prepare students for later educational experiences by encouraging them to explore learning opportunities and to persevere with challenging tasks.,5611,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,103,21-1012.00,Teach classes and present self-help or information sessions on subjects related to education and career planning.,5619,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,Provide special services such as alcohol and drug prevention programs and classes that teach students to handle conflicts without resorting to violence.,5633,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,Conduct follow-up interviews with counselees to determine if their needs have been met.,5621,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.",5626,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Plan and promote career and employment-related programs and events, such as career planning presentations, work experience programs, job fairs, and career workshops.",18631,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Plan and conduct orientation programs and group conferences to promote the adjustment of individuals to new life experiences, such as starting college.",5624,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Evaluate students' or individuals' abilities, interests, and personality characteristics, using tests, records, interviews, or professional sources.",18625,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,103,21-1012.00,"Collaborate with teachers and administrators in the development, evaluation, and revision of school programs and in the preparation of master schedules for curriculum offerings.",18628,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,99,21-1012.00,"Observe students during classroom and play activities to evaluate students' performance, behavior, social development, and physical health.",18629,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,103,21-1012.00,Establish and enforce administration policies and rules governing student behavior.,18632,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,100,21-1012.00,"Address community groups, faculty, and staff members to explain available counseling services.",5627,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,102,21-1012.00,Prepare reports on students and activities as required by administration.,5623,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Attend meetings, educational conferences, and training workshops, and serve on committees.",18630,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",5629,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,102,21-1012.00,"Plan, direct, and participate in recruitment and enrollment activities.",18634,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Supervise, train, and direct professional staff and interns.",18635,Core,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Review transcripts to ensure that students meet graduation or college entrance requirements, and write letters of recommendation.",5631,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,102,21-1012.00,"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",5616,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Refer students to degree programs based on interests, aptitudes, or educational assessments.",5632,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Assess needs for assistance, such as rehabilitation, financial aid, or additional vocational training, and refer clients to the appropriate services.",5625,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,Establish and supervise peer-counseling and peer-tutoring programs.,5637,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,Provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.,5630,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,100,21-1012.00,Establish contacts with employers to create internship and employment opportunities for students.,18633,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,103,21-1012.00,"Provide disabled students with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.",5634,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,99,21-1012.00,Refer qualified counselees to employers or employment services for job placement.,5639,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,102,21-1012.00,"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",5636,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2018,Incumbent,101,21-1012.00,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests.",5640,Supplemental,"Educational, Guidance, and Career Counselors and Advisors"
08/2020,Incumbent,72,21-1013.00,Encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.,9186,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,Ask questions that will help clients identify their feelings and behaviors.,9184,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.",20232,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Maintain case files that include activities, progress notes, evaluations, and recommendations.",9187,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Counsel clients on concerns, such as unsatisfactory relationships, divorce and separation, child rearing, home management, or financial difficulties.",9185,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Collect information about clients, using techniques such as testing, interviewing, discussion, or observation.",9188,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,Confer with clients to develop plans for posttreatment activities.,9191,Core,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Confer with other counselors, doctors, and professionals to analyze individual cases and to coordinate counseling services.",20233,Core,Marriage and Family Therapists
08/2020,Incumbent,71,21-1013.00,"Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, or legal aid.",9190,Core,Marriage and Family Therapists
08/2020,Incumbent,71,21-1013.00,"Provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",9194,Core,Marriage and Family Therapists
08/2020,Incumbent,71,21-1013.00,"Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",9196,Core,Marriage and Family Therapists
08/2020,Incumbent,71,21-1013.00,Follow up on results of counseling programs and clients' adjustments to determine effectiveness of programs.,9193,Supplemental,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Supervise other counselors, social service staff, and assistants.",9197,Supplemental,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes.",9195,Supplemental,Marriage and Family Therapists
08/2020,Incumbent,72,21-1013.00,"Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary.",9199,Supplemental,Marriage and Family Therapists
