data_value,date,domain_source,element_id,element_name,onet_soc_code,scale_id,scale_name,title
1.67,06/2008,Analyst,1.B.1.e,Enterprising,19-2041.00,OI,Occupational Interests,"Environmental Scientists and Specialists, Including Health"
4.0,06/2008,Analyst,1.B.1.f,Conventional,19-2041.00,OI,Occupational Interests,"Environmental Scientists and Specialists, Including Health"
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-2041.00,IH,Occupational Interest High-Point,"Environmental Scientists and Specialists, Including Health"
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-2041.00,IH,Occupational Interest High-Point,"Environmental Scientists and Specialists, Including Health"
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-2041.00,IH,Occupational Interest High-Point,"Environmental Scientists and Specialists, Including Health"
2.0,07/2013,Analyst,1.B.1.a,Realistic,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
6.0,07/2013,Analyst,1.B.1.b,Investigative,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
2.67,07/2013,Analyst,1.B.1.c,Artistic,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
2.0,07/2013,Analyst,1.B.1.d,Social,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
4.67,07/2013,Analyst,1.B.1.e,Enterprising,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
3.0,07/2013,Analyst,1.B.1.f,Conventional,19-2041.01,OI,Occupational Interests,Climate Change Policy Analysts
2.0,07/2013,Analyst,1.B.1.g,First Interest High-Point,19-2041.01,IH,Occupational Interest High-Point,Climate Change Policy Analysts
5.0,07/2013,Analyst,1.B.1.h,Second Interest High-Point,19-2041.01,IH,Occupational Interest High-Point,Climate Change Policy Analysts
0.0,07/2013,Analyst,1.B.1.i,Third Interest High-Point,19-2041.01,IH,Occupational Interest High-Point,Climate Change Policy Analysts
6.0,07/2013,Analyst,1.B.1.a,Realistic,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
6.0,07/2013,Analyst,1.B.1.b,Investigative,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
2.33,07/2013,Analyst,1.B.1.c,Artistic,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
2.0,07/2013,Analyst,1.B.1.d,Social,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
5.33,07/2013,Analyst,1.B.1.e,Enterprising,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
2.33,07/2013,Analyst,1.B.1.f,Conventional,19-2041.02,OI,Occupational Interests,Environmental Restoration Planners
2.0,07/2013,Analyst,1.B.1.g,First Interest High-Point,19-2041.02,IH,Occupational Interest High-Point,Environmental Restoration Planners
1.0,07/2013,Analyst,1.B.1.h,Second Interest High-Point,19-2041.02,IH,Occupational Interest High-Point,Environmental Restoration Planners
5.0,07/2013,Analyst,1.B.1.i,Third Interest High-Point,19-2041.02,IH,Occupational Interest High-Point,Environmental Restoration Planners
2.33,07/2013,Analyst,1.B.1.a,Realistic,19-2041.03,OI,Occupational Interests,Industrial Ecologists
6.67,07/2013,Analyst,1.B.1.b,Investigative,19-2041.03,OI,Occupational Interests,Industrial Ecologists
2.33,07/2013,Analyst,1.B.1.c,Artistic,19-2041.03,OI,Occupational Interests,Industrial Ecologists
1.67,07/2013,Analyst,1.B.1.d,Social,19-2041.03,OI,Occupational Interests,Industrial Ecologists
4.0,07/2013,Analyst,1.B.1.e,Enterprising,19-2041.03,OI,Occupational Interests,Industrial Ecologists
2.67,07/2013,Analyst,1.B.1.f,Conventional,19-2041.03,OI,Occupational Interests,Industrial Ecologists
2.0,07/2013,Analyst,1.B.1.g,First Interest High-Point,19-2041.03,IH,Occupational Interest High-Point,Industrial Ecologists
5.0,07/2013,Analyst,1.B.1.h,Second Interest High-Point,19-2041.03,IH,Occupational Interest High-Point,Industrial Ecologists
0.0,07/2013,Analyst,1.B.1.i,Third Interest High-Point,19-2041.03,IH,Occupational Interest High-Point,Industrial Ecologists
5.0,06/2008,Analyst,1.B.1.a,Realistic,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
3.0,06/2008,Analyst,1.B.1.c,Artistic,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
1.33,06/2008,Analyst,1.B.1.d,Social,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
2.33,06/2008,Analyst,1.B.1.e,Enterprising,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
3.33,06/2008,Analyst,1.B.1.f,Conventional,19-2042.00,OI,Occupational Interests,"Geoscientists, Except Hydrologists and Geographers"
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-2042.00,IH,Occupational Interest High-Point,"Geoscientists, Except Hydrologists and Geographers"
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-2042.00,IH,Occupational Interest High-Point,"Geoscientists, Except Hydrologists and Geographers"
0.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-2042.00,IH,Occupational Interest High-Point,"Geoscientists, Except Hydrologists and Geographers"
5.33,06/2008,Analyst,1.B.1.a,Realistic,19-2043.00,OI,Occupational Interests,Hydrologists
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-2043.00,OI,Occupational Interests,Hydrologists
3.0,06/2008,Analyst,1.B.1.c,Artistic,19-2043.00,OI,Occupational Interests,Hydrologists
1.33,06/2008,Analyst,1.B.1.d,Social,19-2043.00,OI,Occupational Interests,Hydrologists
2.67,06/2008,Analyst,1.B.1.e,Enterprising,19-2043.00,OI,Occupational Interests,Hydrologists
3.0,06/2008,Analyst,1.B.1.f,Conventional,19-2043.00,OI,Occupational Interests,Hydrologists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-2043.00,IH,Occupational Interest High-Point,Hydrologists
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-2043.00,IH,Occupational Interest High-Point,Hydrologists
0.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-2043.00,IH,Occupational Interest High-Point,Hydrologists
6.33,06/2009,Analyst,1.B.1.a,Realistic,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
6.0,06/2009,Analyst,1.B.1.b,Investigative,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
2.33,06/2009,Analyst,1.B.1.c,Artistic,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
1.0,06/2009,Analyst,1.B.1.d,Social,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
1.67,06/2009,Analyst,1.B.1.e,Enterprising,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
3.33,06/2009,Analyst,1.B.1.f,Conventional,19-2099.01,OI,Occupational Interests,Remote Sensing Scientists and Technologists
1.0,06/2009,Analyst,1.B.1.g,First Interest High-Point,19-2099.01,IH,Occupational Interest High-Point,Remote Sensing Scientists and Technologists
2.0,06/2009,Analyst,1.B.1.h,Second Interest High-Point,19-2099.01,IH,Occupational Interest High-Point,Remote Sensing Scientists and Technologists
0.0,06/2009,Analyst,1.B.1.i,Third Interest High-Point,19-2099.01,IH,Occupational Interest High-Point,Remote Sensing Scientists and Technologists
2.33,06/2008,Analyst,1.B.1.a,Realistic,19-3011.00,OI,Occupational Interests,Economists
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-3011.00,OI,Occupational Interests,Economists
2.67,06/2008,Analyst,1.B.1.c,Artistic,19-3011.00,OI,Occupational Interests,Economists
1.67,06/2008,Analyst,1.B.1.d,Social,19-3011.00,OI,Occupational Interests,Economists
4.0,06/2008,Analyst,1.B.1.e,Enterprising,19-3011.00,OI,Occupational Interests,Economists
4.67,06/2008,Analyst,1.B.1.f,Conventional,19-3011.00,OI,Occupational Interests,Economists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3011.00,IH,Occupational Interest High-Point,Economists
6.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3011.00,IH,Occupational Interest High-Point,Economists
5.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3011.00,IH,Occupational Interest High-Point,Economists
1.33,07/2013,Analyst,1.B.1.a,Realistic,19-3011.01,OI,Occupational Interests,Environmental Economists
7.0,07/2013,Analyst,1.B.1.b,Investigative,19-3011.01,OI,Occupational Interests,Environmental Economists
2.0,07/2013,Analyst,1.B.1.c,Artistic,19-3011.01,OI,Occupational Interests,Environmental Economists
2.0,07/2013,Analyst,1.B.1.d,Social,19-3011.01,OI,Occupational Interests,Environmental Economists
3.67,07/2013,Analyst,1.B.1.e,Enterprising,19-3011.01,OI,Occupational Interests,Environmental Economists
3.33,07/2013,Analyst,1.B.1.f,Conventional,19-3011.01,OI,Occupational Interests,Environmental Economists
2.0,07/2013,Analyst,1.B.1.g,First Interest High-Point,19-3011.01,IH,Occupational Interest High-Point,Environmental Economists
5.0,07/2013,Analyst,1.B.1.h,Second Interest High-Point,19-3011.01,IH,Occupational Interest High-Point,Environmental Economists
6.0,07/2013,Analyst,1.B.1.i,Third Interest High-Point,19-3011.01,IH,Occupational Interest High-Point,Environmental Economists
1.0,06/2008,Analyst,1.B.1.a,Realistic,19-3022.00,OI,Occupational Interests,Survey Researchers
6.67,06/2008,Analyst,1.B.1.b,Investigative,19-3022.00,OI,Occupational Interests,Survey Researchers
2.0,06/2008,Analyst,1.B.1.c,Artistic,19-3022.00,OI,Occupational Interests,Survey Researchers
1.33,06/2008,Analyst,1.B.1.d,Social,19-3022.00,OI,Occupational Interests,Survey Researchers
4.67,06/2008,Analyst,1.B.1.e,Enterprising,19-3022.00,OI,Occupational Interests,Survey Researchers
5.0,06/2008,Analyst,1.B.1.f,Conventional,19-3022.00,OI,Occupational Interests,Survey Researchers
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3022.00,IH,Occupational Interest High-Point,Survey Researchers
6.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3022.00,IH,Occupational Interest High-Point,Survey Researchers
5.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3022.00,IH,Occupational Interest High-Point,Survey Researchers
1.0,06/2008,Analyst,1.B.1.a,Realistic,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
6.33,06/2008,Analyst,1.B.1.b,Investigative,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
4.0,06/2008,Analyst,1.B.1.c,Artistic,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
4.0,06/2008,Analyst,1.B.1.d,Social,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
5.33,06/2008,Analyst,1.B.1.e,Enterprising,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
2.67,06/2008,Analyst,1.B.1.f,Conventional,19-3032.00,OI,Occupational Interests,Industrial-Organizational Psychologists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3032.00,IH,Occupational Interest High-Point,Industrial-Organizational Psychologists
5.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3032.00,IH,Occupational Interest High-Point,Industrial-Organizational Psychologists
3.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3032.00,IH,Occupational Interest High-Point,Industrial-Organizational Psychologists
1.5,11/2020,Analyst - Transition,1.B.1.a,Realistic,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
6.33,11/2020,Analyst - Transition,1.B.1.b,Investigative,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
4.67,11/2020,Analyst - Transition,1.B.1.c,Artistic,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
6.17,11/2020,Analyst - Transition,1.B.1.d,Social,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
2.67,11/2020,Analyst - Transition,1.B.1.e,Enterprising,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
2.0,11/2020,Analyst - Transition,1.B.1.f,Conventional,19-3033.00,OI,Occupational Interests,Clinical and Counseling Psychologists
2.0,11/2020,Analyst - Transition,1.B.1.g,First Interest High-Point,19-3033.00,IH,Occupational Interest High-Point,Clinical and Counseling Psychologists
4.0,11/2020,Analyst - Transition,1.B.1.h,Second Interest High-Point,19-3033.00,IH,Occupational Interest High-Point,Clinical and Counseling Psychologists
3.0,11/2020,Analyst - Transition,1.B.1.i,Third Interest High-Point,19-3033.00,IH,Occupational Interest High-Point,Clinical and Counseling Psychologists
1.33,06/2008,Analyst,1.B.1.a,Realistic,19-3034.00,OI,Occupational Interests,School Psychologists
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-3034.00,OI,Occupational Interests,School Psychologists
3.67,06/2008,Analyst,1.B.1.c,Artistic,19-3034.00,OI,Occupational Interests,School Psychologists
6.0,06/2008,Analyst,1.B.1.d,Social,19-3034.00,OI,Occupational Interests,School Psychologists
1.67,06/2008,Analyst,1.B.1.e,Enterprising,19-3034.00,OI,Occupational Interests,School Psychologists
3.67,06/2008,Analyst,1.B.1.f,Conventional,19-3034.00,OI,Occupational Interests,School Psychologists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3034.00,IH,Occupational Interest High-Point,School Psychologists
4.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3034.00,IH,Occupational Interest High-Point,School Psychologists
0.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3034.00,IH,Occupational Interest High-Point,School Psychologists
1.67,06/2008,Analyst,1.B.1.a,Realistic,19-3041.00,OI,Occupational Interests,Sociologists
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-3041.00,OI,Occupational Interests,Sociologists
5.33,06/2008,Analyst,1.B.1.c,Artistic,19-3041.00,OI,Occupational Interests,Sociologists
4.67,06/2008,Analyst,1.B.1.d,Social,19-3041.00,OI,Occupational Interests,Sociologists
1.67,06/2008,Analyst,1.B.1.e,Enterprising,19-3041.00,OI,Occupational Interests,Sociologists
2.67,06/2008,Analyst,1.B.1.f,Conventional,19-3041.00,OI,Occupational Interests,Sociologists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3041.00,IH,Occupational Interest High-Point,Sociologists
3.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3041.00,IH,Occupational Interest High-Point,Sociologists
4.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3041.00,IH,Occupational Interest High-Point,Sociologists
3.0,06/2008,Analyst,1.B.1.a,Realistic,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
6.67,06/2008,Analyst,1.B.1.b,Investigative,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
4.0,06/2008,Analyst,1.B.1.c,Artistic,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
2.0,06/2008,Analyst,1.B.1.d,Social,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
4.67,06/2008,Analyst,1.B.1.e,Enterprising,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
3.0,06/2008,Analyst,1.B.1.f,Conventional,19-3051.00,OI,Occupational Interests,Urban and Regional Planners
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3051.00,IH,Occupational Interest High-Point,Urban and Regional Planners
5.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3051.00,IH,Occupational Interest High-Point,Urban and Regional Planners
3.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3051.00,IH,Occupational Interest High-Point,Urban and Regional Planners
4.0,11/2020,Analyst - Transition,1.B.1.a,Realistic,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
6.83,11/2020,Analyst - Transition,1.B.1.b,Investigative,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
5.0,11/2020,Analyst - Transition,1.B.1.c,Artistic,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
2.83,11/2020,Analyst - Transition,1.B.1.d,Social,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
2.33,11/2020,Analyst - Transition,1.B.1.e,Enterprising,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
3.5,11/2020,Analyst - Transition,1.B.1.f,Conventional,19-3091.00,OI,Occupational Interests,Anthropologists and Archeologists
2.0,11/2020,Analyst - Transition,1.B.1.g,First Interest High-Point,19-3091.00,IH,Occupational Interest High-Point,Anthropologists and Archeologists
3.0,11/2020,Analyst - Transition,1.B.1.h,Second Interest High-Point,19-3091.00,IH,Occupational Interest High-Point,Anthropologists and Archeologists
1.0,11/2020,Analyst - Transition,1.B.1.i,Third Interest High-Point,19-3091.00,IH,Occupational Interest High-Point,Anthropologists and Archeologists
4.67,06/2008,Analyst,1.B.1.a,Realistic,19-3092.00,OI,Occupational Interests,Geographers
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-3092.00,OI,Occupational Interests,Geographers
4.0,06/2008,Analyst,1.B.1.c,Artistic,19-3092.00,OI,Occupational Interests,Geographers
2.67,06/2008,Analyst,1.B.1.d,Social,19-3092.00,OI,Occupational Interests,Geographers
1.0,06/2008,Analyst,1.B.1.e,Enterprising,19-3092.00,OI,Occupational Interests,Geographers
3.33,06/2008,Analyst,1.B.1.f,Conventional,19-3092.00,OI,Occupational Interests,Geographers
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3092.00,IH,Occupational Interest High-Point,Geographers
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3092.00,IH,Occupational Interest High-Point,Geographers
3.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3092.00,IH,Occupational Interest High-Point,Geographers
1.0,06/2008,Analyst,1.B.1.a,Realistic,19-3093.00,OI,Occupational Interests,Historians
6.67,06/2008,Analyst,1.B.1.b,Investigative,19-3093.00,OI,Occupational Interests,Historians
2.67,06/2008,Analyst,1.B.1.c,Artistic,19-3093.00,OI,Occupational Interests,Historians
2.67,06/2008,Analyst,1.B.1.d,Social,19-3093.00,OI,Occupational Interests,Historians
2.67,06/2008,Analyst,1.B.1.e,Enterprising,19-3093.00,OI,Occupational Interests,Historians
3.0,06/2008,Analyst,1.B.1.f,Conventional,19-3093.00,OI,Occupational Interests,Historians
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3093.00,IH,Occupational Interest High-Point,Historians
0.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3093.00,IH,Occupational Interest High-Point,Historians
0.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3093.00,IH,Occupational Interest High-Point,Historians
1.67,06/2008,Analyst,1.B.1.a,Realistic,19-3094.00,OI,Occupational Interests,Political Scientists
7.0,06/2008,Analyst,1.B.1.b,Investigative,19-3094.00,OI,Occupational Interests,Political Scientists
5.33,06/2008,Analyst,1.B.1.c,Artistic,19-3094.00,OI,Occupational Interests,Political Scientists
4.33,06/2008,Analyst,1.B.1.d,Social,19-3094.00,OI,Occupational Interests,Political Scientists
2.33,06/2008,Analyst,1.B.1.e,Enterprising,19-3094.00,OI,Occupational Interests,Political Scientists
2.0,06/2008,Analyst,1.B.1.f,Conventional,19-3094.00,OI,Occupational Interests,Political Scientists
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-3094.00,IH,Occupational Interest High-Point,Political Scientists
3.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-3094.00,IH,Occupational Interest High-Point,Political Scientists
4.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-3094.00,IH,Occupational Interest High-Point,Political Scientists
3.67,06/2009,Analyst,1.B.1.a,Realistic,19-3099.01,OI,Occupational Interests,Transportation Planners
6.33,06/2009,Analyst,1.B.1.b,Investigative,19-3099.01,OI,Occupational Interests,Transportation Planners
2.67,06/2009,Analyst,1.B.1.c,Artistic,19-3099.01,OI,Occupational Interests,Transportation Planners
1.67,06/2009,Analyst,1.B.1.d,Social,19-3099.01,OI,Occupational Interests,Transportation Planners
2.33,06/2009,Analyst,1.B.1.e,Enterprising,19-3099.01,OI,Occupational Interests,Transportation Planners
4.0,06/2009,Analyst,1.B.1.f,Conventional,19-3099.01,OI,Occupational Interests,Transportation Planners
2.0,06/2009,Analyst,1.B.1.g,First Interest High-Point,19-3099.01,IH,Occupational Interest High-Point,Transportation Planners
6.0,06/2009,Analyst,1.B.1.h,Second Interest High-Point,19-3099.01,IH,Occupational Interest High-Point,Transportation Planners
1.0,06/2009,Analyst,1.B.1.i,Third Interest High-Point,19-3099.01,IH,Occupational Interest High-Point,Transportation Planners
6.33,06/2008,Analyst,1.B.1.a,Realistic,19-4012.00,OI,Occupational Interests,Agricultural Technicians
5.0,06/2008,Analyst,1.B.1.b,Investigative,19-4012.00,OI,Occupational Interests,Agricultural Technicians
1.0,06/2008,Analyst,1.B.1.c,Artistic,19-4012.00,OI,Occupational Interests,Agricultural Technicians
1.33,06/2008,Analyst,1.B.1.d,Social,19-4012.00,OI,Occupational Interests,Agricultural Technicians
2.33,06/2008,Analyst,1.B.1.e,Enterprising,19-4012.00,OI,Occupational Interests,Agricultural Technicians
4.33,06/2008,Analyst,1.B.1.f,Conventional,19-4012.00,OI,Occupational Interests,Agricultural Technicians
1.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-4012.00,IH,Occupational Interest High-Point,Agricultural Technicians
2.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-4012.00,IH,Occupational Interest High-Point,Agricultural Technicians
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-4012.00,IH,Occupational Interest High-Point,Agricultural Technicians
6.0,06/2009,Analyst,1.B.1.a,Realistic,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
5.67,06/2009,Analyst,1.B.1.b,Investigative,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
1.67,06/2009,Analyst,1.B.1.c,Artistic,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
1.0,06/2009,Analyst,1.B.1.d,Social,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
2.67,06/2009,Analyst,1.B.1.e,Enterprising,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
4.67,06/2009,Analyst,1.B.1.f,Conventional,19-4012.01,OI,Occupational Interests,Precision Agriculture Technicians
1.0,06/2009,Analyst,1.B.1.g,First Interest High-Point,19-4012.01,IH,Occupational Interest High-Point,Precision Agriculture Technicians
2.0,06/2009,Analyst,1.B.1.h,Second Interest High-Point,19-4012.01,IH,Occupational Interest High-Point,Precision Agriculture Technicians
6.0,06/2009,Analyst,1.B.1.i,Third Interest High-Point,19-4012.01,IH,Occupational Interest High-Point,Precision Agriculture Technicians
5.67,06/2008,Analyst,1.B.1.a,Realistic,19-4013.00,OI,Occupational Interests,Food Science Technicians
5.0,06/2008,Analyst,1.B.1.b,Investigative,19-4013.00,OI,Occupational Interests,Food Science Technicians
1.67,06/2008,Analyst,1.B.1.c,Artistic,19-4013.00,OI,Occupational Interests,Food Science Technicians
1.0,06/2008,Analyst,1.B.1.d,Social,19-4013.00,OI,Occupational Interests,Food Science Technicians
1.67,06/2008,Analyst,1.B.1.e,Enterprising,19-4013.00,OI,Occupational Interests,Food Science Technicians
5.0,06/2008,Analyst,1.B.1.f,Conventional,19-4013.00,OI,Occupational Interests,Food Science Technicians
1.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-4013.00,IH,Occupational Interest High-Point,Food Science Technicians
2.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-4013.00,IH,Occupational Interest High-Point,Food Science Technicians
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-4013.00,IH,Occupational Interest High-Point,Food Science Technicians
6.33,06/2008,Analyst,1.B.1.a,Realistic,19-4021.00,OI,Occupational Interests,Biological Technicians
5.0,06/2008,Analyst,1.B.1.b,Investigative,19-4021.00,OI,Occupational Interests,Biological Technicians
1.33,06/2008,Analyst,1.B.1.c,Artistic,19-4021.00,OI,Occupational Interests,Biological Technicians
1.67,06/2008,Analyst,1.B.1.d,Social,19-4021.00,OI,Occupational Interests,Biological Technicians
2.33,06/2008,Analyst,1.B.1.e,Enterprising,19-4021.00,OI,Occupational Interests,Biological Technicians
4.67,06/2008,Analyst,1.B.1.f,Conventional,19-4021.00,OI,Occupational Interests,Biological Technicians
1.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-4021.00,IH,Occupational Interest High-Point,Biological Technicians
2.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-4021.00,IH,Occupational Interest High-Point,Biological Technicians
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-4021.00,IH,Occupational Interest High-Point,Biological Technicians
5.67,06/2008,Analyst,1.B.1.a,Realistic,19-4031.00,OI,Occupational Interests,Chemical Technicians
6.0,06/2008,Analyst,1.B.1.b,Investigative,19-4031.00,OI,Occupational Interests,Chemical Technicians
1.33,06/2008,Analyst,1.B.1.c,Artistic,19-4031.00,OI,Occupational Interests,Chemical Technicians
1.0,06/2008,Analyst,1.B.1.d,Social,19-4031.00,OI,Occupational Interests,Chemical Technicians
2.0,06/2008,Analyst,1.B.1.e,Enterprising,19-4031.00,OI,Occupational Interests,Chemical Technicians
4.0,06/2008,Analyst,1.B.1.f,Conventional,19-4031.00,OI,Occupational Interests,Chemical Technicians
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-4031.00,IH,Occupational Interest High-Point,Chemical Technicians
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-4031.00,IH,Occupational Interest High-Point,Chemical Technicians
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-4031.00,IH,Occupational Interest High-Point,Chemical Technicians
5.33,06/2008,Analyst,1.B.1.a,Realistic,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
6.0,06/2008,Analyst,1.B.1.b,Investigative,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
1.33,06/2008,Analyst,1.B.1.c,Artistic,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
1.33,06/2008,Analyst,1.B.1.d,Social,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
2.33,06/2008,Analyst,1.B.1.e,Enterprising,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
3.67,06/2008,Analyst,1.B.1.f,Conventional,19-4042.00,OI,Occupational Interests,"Environmental Science and Protection Technicians, Including Health"
2.0,06/2008,Analyst,1.B.1.g,First Interest High-Point,19-4042.00,IH,Occupational Interest High-Point,"Environmental Science and Protection Technicians, Including Health"
1.0,06/2008,Analyst,1.B.1.h,Second Interest High-Point,19-4042.00,IH,Occupational Interest High-Point,"Environmental Science and Protection Technicians, Including Health"
6.0,06/2008,Analyst,1.B.1.i,Third Interest High-Point,19-4042.00,IH,Occupational Interest High-Point,"Environmental Science and Protection Technicians, Including Health"
5.83,11/2020,Analyst - Transition,1.B.1.a,Realistic,19-4043.00,OI,Occupational Interests,"Geological Technicians, Except Hydrologic Technicians"
5.33,11/2020,Analyst - Transition,1.B.1.b,Investigative,19-4043.00,OI,Occupational Interests,"Geological Technicians, Except Hydrologic Technicians"
1.17,11/2020,Analyst - Transition,1.B.1.c,Artistic,19-4043.00,OI,Occupational Interests,"Geological Technicians, Except Hydrologic Technicians"
1.17,11/2020,Analyst - Transition,1.B.1.d,Social,19-4043.00,OI,Occupational Interests,"Geological Technicians, Except Hydrologic Technicians"
2.17,11/2020,Analyst - Transition,1.B.1.e,Enterprising,19-4043.00,OI,Occupational Interests,"Geological Technicians, Except Hydrologic Technicians"
