class_code,class_title,commodity_code,commodity_title,family_code,family_title,segment_code,segment_title
23101500,Machinery for working wood and stone and ceramic and the like,23101513,Milling machines,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101514,Planing machines,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101515,Engraving machines,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101517,Grit blast machines,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101518,Shot peen machine,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101519,Robot machines,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101521,Wire cathode electrode discharge machine,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101528,Drum sander,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101529,Glue roller spreader,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101530,Dovetail machine,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101532,Tenoner or tenoning machine,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101533,Cold press,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101534,Edge bander,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101537,Belt and disc sander,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23101500,Machinery for working wood and stone and ceramic and the like,23101538,Woodworking jointer,23100000,Raw materials processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23111500,Petroleum distilling and processing machinery and equipment,23111507,Gas recovery machinery,23110000,Petroleum processing machinery,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121501,Embroidery making machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121502,Felting machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121503,Winding or reeling or spooling machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121504,Twisting machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121505,Stitch bonding machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121506,Knitting machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121507,Weaving machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121508,Finishing machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121509,Spinning machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121512,Carding machine,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121513,Yarn assembly winder,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121517,Fine spinning machine,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121518,Thread unravelling machine,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121500,Textile processing machinery and accessories,23121520,Warping machine,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121603,Buttonhole machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121604,Cloth cutting machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121607,Bleaching machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121608,Fabric or cloth folding machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121609,Reeling or unreeling machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121610,Dyeing machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121611,Cutting or pinking machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121612,Sewing machine needles,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121614,Sewing machines,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23121600,Textile working machinery and equipment and accessories,23121617,Fabric frame,23120000,Textile and fabric machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131500,Grinding and sanding and polishing equipment and supplies,23131503,Grinding wheels,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131500,Grinding and sanding and polishing equipment and supplies,23131506,Polishing wheels,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131500,Grinding and sanding and polishing equipment and supplies,23131509,Tumblers or polishers,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131500,Grinding and sanding and polishing equipment and supplies,23131513,Sanding blocks,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131500,Grinding and sanding and polishing equipment and supplies,23131515,Grinding wheel dressers,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131600,Faceting equipment and accessories,23131602,Faceting machines,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23131600,Faceting equipment and accessories,23131603,Faceting laps,23130000,Lapidary machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23141600,Leather preparing machinery and accessories,23141605,Leather presses,23140000,Leatherworking repairing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23141700,Leather working and repairing machinery and accessories,23141701,Leather cutting machines,23140000,Leatherworking repairing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23141700,Leather working and repairing machinery and accessories,23141702,Leather riveting machines,23140000,Leatherworking repairing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23141700,Leather working and repairing machinery and accessories,23141703,Leather nailing machines,23140000,Leatherworking repairing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23141700,Leather working and repairing machinery and accessories,23141704,Leatherworking workshop equipment,23140000,Leatherworking repairing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151501,Blow molding machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151502,Coating machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151503,Extruders,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151504,Injection molding machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151506,Rubber or plastic presses,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151508,Vacuum molding machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151509,Vulcanizing machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151510,Plastic cutting machinery,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151512,Rubber or plastic mills,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151500,Rubber and plastic processing machinery and equipment and supplies,23151513,Rubber or plastic extrusion dies,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151601,Blowers or dryers,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151602,Crushers,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151604,Grinding or polishing machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151606,Cement or ceramic or glass or similar material molding machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151607,Presses,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151608,Sifters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151600,Cement and ceramics and glass industry machinery and equipment and supplies,23151609,Glass blowing instrument,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151700,Optical industry machinery and equipment and supplies,23151701,Lens grinding machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151700,Optical industry machinery and equipment and supplies,23151702,Lens measuring equipment,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151700,Optical industry machinery and equipment and supplies,23151703,Lens polishing equipment,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151700,Optical industry machinery and equipment and supplies,23151705,Optical vacuum coating equipment,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151801,Ampoule filling equipment,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151804,Reactors or fermenters or digesters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151805,Filling or sealing auger dose machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151806,Pharmaceutical filters or ultra filters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151807,Freezedryers or lyophilzers,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151810,Sterile or aseptic processing or filling machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151800,Pharmaceutical industry machinery and equipment and supplies,23151812,Tablet counters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151900,Paper making and paper processing machinery and equipment and supplies,23151901,Cutters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151900,Paper making and paper processing machinery and equipment and supplies,23151902,Slitters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23151900,Paper making and paper processing machinery and equipment and supplies,23151911,Paper machine,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152000,Web handling and control machinery and equipment and supplies,23152001,Corona treaters,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152100,Separation machinery and equipment,23152101,Vibratory separation equipment or parts or screens,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152100,Separation machinery and equipment,23152102,Stationary separation equipment or parts or screens,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152100,Separation machinery and equipment,23152104,Centrifugal separation equipment or parts or screens,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152200,Manufacturing tables and stands,23152203,Engine or component test stands,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152200,Manufacturing tables and stands,23152204,Machine guarding,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152900,Packaging machinery,23152901,Wrapping machinery,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152900,Packaging machinery,23152902,Form or fill or seal machinery,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152900,Packaging machinery,23152903,Packaging vacuum,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23152900,Packaging machinery,23152904,Packaging hoppers,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153002,Guide jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153007,Setting jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153010,Removal jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153015,Feeder jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153017,Alignment jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153018,Positioning jig,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153019,Lifter plate,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153020,Tape guide,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153022,Power feeder,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153029,Jig block,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153000,Holding and positioning and guiding systems and devices,23153031,Measuring jigs,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153100,Industrial machinery components and accessories,23153130,Machine mounts or vibration isolators,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153100,Industrial machinery components and accessories,23153134,Feed or drive rollers,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153100,Industrial machinery components and accessories,23153145,Spray gun,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153200,Robotics,23153201,Paint robots,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153200,Robotics,23153202,Pick or place robots,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153200,Robotics,23153203,Sealant adhesive robots,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153200,Robotics,23153204,Welding robots,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153200,Robotics,23153205,Machine tending robot,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153400,Assembly machines,23153401,Adhesive or glue application systems,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153400,Assembly machines,23153403,Specialty assembly,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153400,Assembly machines,23153417,Miscellaneous assembly machines,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153500,Paint systems,23153501,Paint application system,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153500,Paint systems,23153503,Paint systems ovens,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153600,Part marking machines,23153606,Electro etcher marking machine,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23153800,Coating systems,23153802,Electrical coil winding machine,23150000,Industrial process machinery and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161500,Foundry machines and equipment,23161501,Foundry blowers,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161500,Foundry machines and equipment,23161503,Core drying ovens,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161500,Foundry machines and equipment,23161506,Foundry crucibles,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161500,Foundry machines and equipment,23161510,Casting machines,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161500,Foundry machines and equipment,23161517,Die casting machine,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161600,Foundry supplies,23161603,Foundry flasks,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161600,Foundry supplies,23161605,Foundry ladles,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161600,Foundry supplies,23161606,Foundry molds,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23161600,Foundry supplies,23161608,Foundry shovels,23160000,Foundry machines and equipment and supplies,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181501,Filling machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181502,Milling machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181504,Sifting machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181505,Dehydrating machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181507,Crushing machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181508,Blanching machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181509,Sorting machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181510,Meat tyer or bagger,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181511,Forming machine,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181512,Cooling machine,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181513,Preduster,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181514,Cheese making machine,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181500,Food preparation machinery,23181520,Cream separator,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181600,Food cutting machinery,23181601,Dicing machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181600,Food cutting machinery,23181602,Slicing machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181600,Food cutting machinery,23181603,Chopping machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181600,Food cutting machinery,23181604,Cutting machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181700,Food cooking and smoking machinery,23181701,Smoking machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181700,Food cooking and smoking machinery,23181702,Roasting machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181700,Food cooking and smoking machinery,23181703,Cooking machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181700,Food cooking and smoking machinery,23181704,Steaming machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181700,Food cooking and smoking machinery,23181705,Food sterilizing machine,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181800,Industrial beverage processing machinery,23181802,Juicing machinery,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23181800,Industrial beverage processing machinery,23181804,Ice cream machines,23180000,Industrial food and beverage equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23191000,Batch mixers,23191002,Helical blade mixer,23190000,Mixers and their parts and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23191000,Batch mixers,23191003,Double arm kneading mixers,23190000,Mixers and their parts and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23191000,Batch mixers,23191004,Intensive mixers,23190000,Mixers and their parts and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23191100,Continuous mixers,23191101,Single screw mixers,23190000,Mixers and their parts and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23191100,Continuous mixers,23191102,Twin screw extruder,23190000,Mixers and their parts and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23201000,Gas liquid contacting systems,23201005,Bubble columns,23200000,Mass transfer equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23201200,Industrial drying equipment,23201201,Spray dryers,23200000,Mass transfer equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23201200,Industrial drying equipment,23201202,Air dryers,23200000,Mass transfer equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23201200,Industrial drying equipment,23201204,Food drying equipment,23200000,Mass transfer equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23211100,Electronic manufacturing and processing machinery,23211101,Semiconductor process systems,23210000,Electronic manufacturing machinery and equipment and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23211100,Electronic manufacturing and processing machinery,23211102,Printed circuit board making system,23210000,Electronic manufacturing machinery and equipment and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23211100,Electronic manufacturing and processing machinery,23211103,Wafer wire bonder,23210000,Electronic manufacturing machinery and equipment and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23211100,Electronic manufacturing and processing machinery,23211105,Vacuum impregnation or porosity sealing device,23210000,Electronic manufacturing machinery and equipment and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23221100,Killing and defeathering department machinery and equipment,23221101,Stunner,23220000,Chicken processing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23231100,Bandsaws and accessories,23231101,Bandsaw wheel,23230000,Sawmilling and lumber processing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23231100,Bandsaws and accessories,23231102,Saw guide,23230000,Sawmilling and lumber processing machinery and equipment,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241400,Metal grinding machines,23241401,Bench grinder,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241400,Metal grinding machines,23241402,Surface grinding machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241400,Metal grinding machines,23241407,Cylindrical grinding machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241400,Metal grinding machines,23241411,Buffing machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241503,Flame cutting machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241504,Gear cutting tool,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241505,Laser cutting machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241506,Plasma cutting machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241507,Sawing and cut-off machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
23241500,Metal cutting machines,23241508,Water jet cutting machine,23240000,Metal cutting machinery and accessories,23000000,Industrial Manufacturing and Processing Machinery and Accessories
