data_value,date,domain_source,element_id,element_name,onet_soc_code,scale_id,scale_name,title
3.67,06/2008,Analyst,1.B.2.e,Support,25-1041.00,EX,Extent,"Agricultural Sciences Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1041.00,EX,Extent,"Agricultural Sciences Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1041.00,VH,Work Value High-Point,"Agricultural Sciences Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1041.00,VH,Work Value High-Point,"Agricultural Sciences Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1041.00,VH,Work Value High-Point,"Agricultural Sciences Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
5.83,06/2008,Analyst,1.B.2.b,Working Conditions,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.d,Relationships,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
3.67,06/2008,Analyst,1.B.2.e,Support,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1042.00,EX,Extent,"Biological Science Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1042.00,VH,Work Value High-Point,"Biological Science Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1042.00,VH,Work Value High-Point,"Biological Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1042.00,VH,Work Value High-Point,"Biological Science Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.a,Achievement,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
5.5,06/2008,Analyst,1.B.2.b,Working Conditions,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.c,Recognition,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.d,Relationships,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1043.00,EX,Extent,"Forestry and Conservation Science Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1043.00,VH,Work Value High-Point,"Forestry and Conservation Science Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1043.00,VH,Work Value High-Point,"Forestry and Conservation Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1043.00,VH,Work Value High-Point,"Forestry and Conservation Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.b,Working Conditions,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.d,Relationships,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1051.00,EX,Extent,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1051.00,VH,Work Value High-Point,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1051.00,VH,Work Value High-Point,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1051.00,VH,Work Value High-Point,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
5.83,06/2008,Analyst,1.B.2.b,Working Conditions,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.d,Relationships,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1052.00,EX,Extent,"Chemistry Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1052.00,VH,Work Value High-Point,"Chemistry Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1052.00,VH,Work Value High-Point,"Chemistry Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1052.00,VH,Work Value High-Point,"Chemistry Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.d,Relationships,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1053.00,EX,Extent,"Environmental Science Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1053.00,VH,Work Value High-Point,"Environmental Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1053.00,VH,Work Value High-Point,"Environmental Science Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1053.00,VH,Work Value High-Point,"Environmental Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.d,Relationships,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
3.67,06/2008,Analyst,1.B.2.e,Support,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1054.00,EX,Extent,"Physics Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1054.00,VH,Work Value High-Point,"Physics Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1054.00,VH,Work Value High-Point,"Physics Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1054.00,VH,Work Value High-Point,"Physics Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
6.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
4.33,06/2008,Analyst,1.B.2.d,Relationships,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
6.33,06/2008,Analyst,1.B.2.f,Independence,25-1061.00,EX,Extent,"Anthropology and Archeology Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1061.00,VH,Work Value High-Point,"Anthropology and Archeology Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1061.00,VH,Work Value High-Point,"Anthropology and Archeology Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1061.00,VH,Work Value High-Point,"Anthropology and Archeology Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.d,Relationships,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1062.00,EX,Extent,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1062.00,VH,Work Value High-Point,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1062.00,VH,Work Value High-Point,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1062.00,VH,Work Value High-Point,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.d,Relationships,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1063.00,EX,Extent,"Economics Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1063.00,VH,Work Value High-Point,"Economics Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1063.00,VH,Work Value High-Point,"Economics Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1063.00,VH,Work Value High-Point,"Economics Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.a,Achievement,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.d,Relationships,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1064.00,EX,Extent,"Geography Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1064.00,VH,Work Value High-Point,"Geography Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1064.00,VH,Work Value High-Point,"Geography Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1064.00,VH,Work Value High-Point,"Geography Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.b,Working Conditions,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.d,Relationships,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
3.67,06/2008,Analyst,1.B.2.e,Support,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1065.00,EX,Extent,"Political Science Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1065.00,VH,Work Value High-Point,"Political Science Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1065.00,VH,Work Value High-Point,"Political Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1065.00,VH,Work Value High-Point,"Political Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.b,Working Conditions,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.d,Relationships,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
3.67,06/2008,Analyst,1.B.2.e,Support,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1066.00,EX,Extent,"Psychology Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1066.00,VH,Work Value High-Point,"Psychology Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1066.00,VH,Work Value High-Point,"Psychology Teachers, Postsecondary"
3.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1066.00,VH,Work Value High-Point,"Psychology Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.d,Relationships,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1067.00,EX,Extent,"Sociology Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1067.00,VH,Work Value High-Point,"Sociology Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1067.00,VH,Work Value High-Point,"Sociology Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1067.00,VH,Work Value High-Point,"Sociology Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.b,Working Conditions,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.d,Relationships,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1071.00,EX,Extent,"Health Specialties Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1071.00,VH,Work Value High-Point,"Health Specialties Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1071.00,VH,Work Value High-Point,"Health Specialties Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1071.00,VH,Work Value High-Point,"Health Specialties Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.a,Achievement,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.c,Recognition,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.d,Relationships,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.e,Support,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1072.00,EX,Extent,"Nursing Instructors and Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1072.00,VH,Work Value High-Point,"Nursing Instructors and Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1072.00,VH,Work Value High-Point,"Nursing Instructors and Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1072.00,VH,Work Value High-Point,"Nursing Instructors and Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.c,Recognition,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.d,Relationships,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.f,Independence,25-1081.00,EX,Extent,"Education Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1081.00,VH,Work Value High-Point,"Education Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1081.00,VH,Work Value High-Point,"Education Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1081.00,VH,Work Value High-Point,"Education Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
5.17,06/2008,Analyst,1.B.2.b,Working Conditions,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.c,Recognition,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.d,Relationships,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1082.00,EX,Extent,"Library Science Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1082.00,VH,Work Value High-Point,"Library Science Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1082.00,VH,Work Value High-Point,"Library Science Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1082.00,VH,Work Value High-Point,"Library Science Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.b,Working Conditions,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.c,Recognition,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
4.33,06/2008,Analyst,1.B.2.d,Relationships,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.f,Independence,25-1111.00,EX,Extent,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1111.00,VH,Work Value High-Point,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1111.00,VH,Work Value High-Point,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1111.00,VH,Work Value High-Point,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.b,Working Conditions,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.c,Recognition,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.d,Relationships,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.f,Independence,25-1112.00,EX,Extent,"Law Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1112.00,VH,Work Value High-Point,"Law Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1112.00,VH,Work Value High-Point,"Law Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1112.00,VH,Work Value High-Point,"Law Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.b,Working Conditions,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.d,Relationships,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
3.67,06/2008,Analyst,1.B.2.e,Support,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.f,Independence,25-1113.00,EX,Extent,"Social Work Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1113.00,VH,Work Value High-Point,"Social Work Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1113.00,VH,Work Value High-Point,"Social Work Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1113.00,VH,Work Value High-Point,"Social Work Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
5.83,06/2008,Analyst,1.B.2.b,Working Conditions,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.c,Recognition,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.d,Relationships,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.e,Support,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.f,Independence,25-1121.00,EX,Extent,"Art, Drama, and Music Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1121.00,VH,Work Value High-Point,"Art, Drama, and Music Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1121.00,VH,Work Value High-Point,"Art, Drama, and Music Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1121.00,VH,Work Value High-Point,"Art, Drama, and Music Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.a,Achievement,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
4.67,06/2008,Analyst,1.B.2.b,Working Conditions,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
5.33,06/2008,Analyst,1.B.2.c,Recognition,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.d,Relationships,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
2.67,06/2008,Analyst,1.B.2.e,Support,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1122.00,EX,Extent,"Communications Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1122.00,VH,Work Value High-Point,"Communications Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1122.00,VH,Work Value High-Point,"Communications Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1122.00,VH,Work Value High-Point,"Communications Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.a,Achievement,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
6.0,06/2008,Analyst,1.B.2.b,Working Conditions,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.c,Recognition,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
6.33,06/2008,Analyst,1.B.2.d,Relationships,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
3.33,06/2008,Analyst,1.B.2.e,Support,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
5.67,06/2008,Analyst,1.B.2.f,Independence,25-1123.00,EX,Extent,"English Language and Literature Teachers, Postsecondary"
4.0,06/2008,Analyst,1.B.2.g,First Work Value High-Point,25-1123.00,VH,Work Value High-Point,"English Language and Literature Teachers, Postsecondary"
1.0,06/2008,Analyst,1.B.2.h,Second Work Value High-Point,25-1123.00,VH,Work Value High-Point,"English Language and Literature Teachers, Postsecondary"
2.0,06/2008,Analyst,1.B.2.i,Third Work Value High-Point,25-1123.00,VH,Work Value High-Point,"English Language and Literature Teachers, Postsecondary"
5.0,06/2008,Analyst,1.B.2.a,Achievement,25-1124.00,EX,Extent,"Foreign Language and Literature Teachers, Postsecondary"
