commodity_code,commodity_title,example,hot_technology,in_demand,onet_soc_code,title
43232108,Calendar and scheduling software,Contact management software,N,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Database software,N,N,11-2022.00,Sales Managers
43231604,Financial analysis software,Delphi Discovery,N,N,11-2022.00,Sales Managers
43231604,Financial analysis software,Delphi Technology,N,N,11-2022.00,Sales Managers
43233513,Cloud-based data access and sharing software,Dropbox,N,N,11-2022.00,Sales Managers
43232402,Development environment software,Eclipse IDE,Y,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Eden Sales Manager,N,N,11-2022.00,Sales Managers
43232702,Desktop communications software,Eko,N,N,11-2022.00,Sales Managers
43232107,Web page creation and editing software,Facebook,Y,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,FileMaker Pro,N,N,11-2022.00,Sales Managers
43232510,Geographic information system,Geographic information system GIS software,N,N,11-2022.00,Sales Managers
43231514,Sales and marketing software,Google Ads,N,N,11-2022.00,Sales Managers
43232307,Data mining software,Google Analytics,N,N,11-2022.00,Sales Managers
43232104,Word processing software,Google Docs,Y,N,11-2022.00,Sales Managers
43233513,Cloud-based data access and sharing software,Google Drive,N,N,11-2022.00,Sales Managers
43233502,Video conferencing software,Google Meet,N,N,11-2022.00,Sales Managers
43232107,Web page creation and editing software,Google Sites,N,N,11-2022.00,Sales Managers
43232106,Presentation software,Google Slides,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,HEAT Software GoldMine,N,N,11-2022.00,Sales Managers
43231514,Sales and marketing software,HubSpot software,Y,N,11-2022.00,Sales Managers
43231505,Human resources software,Human resource management software HRMS,N,N,11-2022.00,Sales Managers
43232408,Web platform development software,Hypertext markup language HTML,Y,N,11-2022.00,Sales Managers
43232314,Business intelligence and data analysis software,IBM Cognos Impromptu,N,N,11-2022.00,Sales Managers
43233501,Electronic mail software,IBM Notes,N,N,11-2022.00,Sales Managers
43233701,Enterprise system management software,IBM Power Systems software,N,N,11-2022.00,Sales Managers
43232605,Analytical or scientific software,IBM SPSS Statistics,Y,N,11-2022.00,Sales Managers
43231508,Inventory management software,Inventory software,N,N,11-2022.00,Sales Managers
43232309,Information retrieval or search software,LexisNexis,N,N,11-2022.00,Sales Managers
43232107,Web page creation and editing software,LinkedIn,Y,N,11-2022.00,Sales Managers
43233502,Video conferencing software,LogMeIn GoToMeeting,N,N,11-2022.00,Sales Managers
43231514,Sales and marketing software,Marketo Marketing Automation,Y,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Maximizer Software Maximizer Enterprise,N,N,11-2022.00,Sales Managers
43233205,Transaction security and virus protection software,McAfee,N,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Microsoft Access,Y,N,11-2022.00,Sales Managers
43232402,Development environment software,Microsoft Azure software,Y,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics,Y,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics GP,N,N,11-2022.00,Sales Managers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,11-2022.00,Sales Managers
43233501,Electronic mail software,Microsoft Exchange,N,N,11-2022.00,Sales Managers
43231513,Office suite software,Microsoft Office software,Y,Y,11-2022.00,Sales Managers
43233501,Electronic mail software,Microsoft Outlook,Y,Y,11-2022.00,Sales Managers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,11-2022.00,Sales Managers
43231507,Project management software,Microsoft Project,Y,N,11-2022.00,Sales Managers
43232112,Desktop publishing software,Microsoft Publisher,N,N,11-2022.00,Sales Managers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Microsoft SQL Server,Y,N,11-2022.00,Sales Managers
43231507,Project management software,Microsoft Teams,Y,N,11-2022.00,Sales Managers
43231518,Process mapping and design software,Microsoft Visio,Y,N,11-2022.00,Sales Managers
43232402,Development environment software,Microsoft Visual Basic,Y,N,11-2022.00,Sales Managers
43232402,Development environment software,Microsoft Visual Basic for Applications VBA,Y,N,11-2022.00,Sales Managers
43233004,Operating system software,Microsoft Windows,Y,N,11-2022.00,Sales Managers
43232104,Word processing software,Microsoft Word,Y,N,11-2022.00,Sales Managers
43232314,Business intelligence and data analysis software,MicroStrategy,Y,N,11-2022.00,Sales Managers
43232605,Analytical or scientific software,Minitab,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,NetSuite ERP,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,NetSuite NetCRM,N,N,11-2022.00,Sales Managers
43233205,Transaction security and virus protection software,NortonLifeLock cybersecurity software,N,N,11-2022.00,Sales Managers
43232314,Business intelligence and data analysis software,Oracle Business Intelligence Enterprise Edition,N,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Oracle Database,Y,N,11-2022.00,Sales Managers
43231604,Financial analysis software,Oracle E-Business Suite Financials,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Oracle Eloqua,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Oracle Fusion Applications,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Oracle Hyperion,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Oracle JD Edwards EnterpriseOne,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft Financials,N,N,11-2022.00,Sales Managers
43231507,Project management software,Oracle Primavera Enterprise Project Portfolio Management,Y,N,11-2022.00,Sales Managers
43231505,Human resources software,Oracle Taleo,N,N,11-2022.00,Sales Managers
43232106,Presentation software,Poll Everywhere,N,N,11-2022.00,Sales Managers
43232314,Business intelligence and data analysis software,Qlik Tech QlikView,Y,N,11-2022.00,Sales Managers
43232405,Object or component oriented development software,R,Y,N,11-2022.00,Sales Managers
43231601,Accounting software,Sage 50 Accounting,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Salesforce software,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Salesforce.com Salesforce CRM,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,SAP Business Objects,N,N,11-2022.00,Sales Managers
43232305,Data base reporting software,SAP BusinessObjects Crystal Reports,N,N,11-2022.00,Sales Managers
43232305,Data base reporting software,SAP Crystal Reports,N,N,11-2022.00,Sales Managers
43231602,Enterprise resource planning ERP software,SAP software,Y,N,11-2022.00,Sales Managers
43232605,Analytical or scientific software,SAS,Y,N,11-2022.00,Sales Managers
43232108,Calendar and scheduling software,Scheduling software,N,N,11-2022.00,Sales Managers
43232102,Graphics or photo imaging software,SmugMug Flickr,N,N,11-2022.00,Sales Managers
43232107,Web page creation and editing software,Social media sites,N,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Software on Sailboats Desktop Sales Manager,N,N,11-2022.00,Sales Managers
43232806,Cloud-based management software,Splunk Enterprise,Y,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Structured query language SQL,Y,N,11-2022.00,Sales Managers
43232314,Business intelligence and data analysis software,Tableau,Y,N,11-2022.00,Sales Managers
43231601,Accounting software,Tax software,N,N,11-2022.00,Sales Managers
43232304,Data base management system software,Teradata Database,Y,N,11-2022.00,Sales Managers
43232303,Customer relationship management CRM software,Vanguard Software Vanguard Sales Manager,N,N,11-2022.00,Sales Managers
43232705,Internet browser software,Web browser software,N,N,11-2022.00,Sales Managers
43231505,Human resources software,Workforce management software,N,N,11-2022.00,Sales Managers
43232306,Data base user interface and query software,Yardi software,Y,N,11-2022.00,Sales Managers
43232103,Video creation and editing software,YouTube,N,N,11-2022.00,Sales Managers
43233502,Video conferencing software,Zoom,Y,N,11-2022.00,Sales Managers
43232202,Document management software,Adobe Systems Adobe Acrobat,Y,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,Adobe Systems Adobe After Effects,Y,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Creative Cloud software,Y,N,11-2032.00,Public Relations Managers
43232112,Desktop publishing software,Adobe Systems Adobe Distiller,N,N,11-2032.00,Public Relations Managers
43232107,Web page creation and editing software,Adobe Systems Adobe Dreamweaver,N,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Fireworks,N,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Illustrator,Y,N,11-2032.00,Public Relations Managers
43232112,Desktop publishing software,Adobe Systems Adobe InDesign,Y,N,11-2032.00,Public Relations Managers
43232112,Desktop publishing software,Adobe Systems Adobe PageMaker,N,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Photoshop,Y,N,11-2032.00,Public Relations Managers
43232306,Data base user interface and query software,Airtable,N,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,Apple Final Cut Pro,N,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,Apple iDVD,N,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,Apple iMovie,N,N,11-2032.00,Public Relations Managers
43232303,Customer relationship management CRM software,Blackbaud eTapestry,N,N,11-2032.00,Public Relations Managers
43232303,Customer relationship management CRM software,Blackbaud The Raiser's Edge,N,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,Canva,N,N,11-2032.00,Public Relations Managers
43231513,Office suite software,Corel WordPerfect Office Suite,N,N,11-2032.00,Public Relations Managers
43232408,Web platform development software,Drupal,Y,N,11-2032.00,Public Relations Managers
43232107,Web page creation and editing software,Facebook,Y,N,11-2032.00,Public Relations Managers
43232306,Data base user interface and query software,FileMaker Pro,N,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,Flipgrid,N,N,11-2032.00,Public Relations Managers
43231601,Accounting software,Fund accounting software,N,N,11-2032.00,Public Relations Managers
43231514,Sales and marketing software,Google Ads,N,N,11-2032.00,Public Relations Managers
43232307,Data mining software,Google Analytics,N,N,11-2032.00,Public Relations Managers
43232104,Word processing software,Google Docs,Y,N,11-2032.00,Public Relations Managers
43233513,Cloud-based data access and sharing software,Google Drive,N,N,11-2032.00,Public Relations Managers
43233501,Electronic mail software,Google Gmail,N,N,11-2032.00,Public Relations Managers
43231513,Office suite software,Google Workspace software,N,N,11-2032.00,Public Relations Managers
43231514,Sales and marketing software,HubSpot software,Y,N,11-2032.00,Public Relations Managers
43231505,Human resources software,Human resource management software HRMS,N,N,11-2032.00,Public Relations Managers
43232408,Web platform development software,Hypertext markup language HTML,Y,N,11-2032.00,Public Relations Managers
43233501,Electronic mail software,IBM Notes,N,N,11-2032.00,Public Relations Managers
43232107,Web page creation and editing software,LinkedIn,Y,N,11-2032.00,Public Relations Managers
43231514,Sales and marketing software,Marketo Marketing Automation,Y,N,11-2032.00,Public Relations Managers
43232106,Presentation software,Mentimeter,N,N,11-2032.00,Public Relations Managers
43233501,Electronic mail software,MicroFocus GroupWise,N,N,11-2032.00,Public Relations Managers
43232306,Data base user interface and query software,Microsoft Access,Y,N,11-2032.00,Public Relations Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics,Y,N,11-2032.00,Public Relations Managers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,11-2032.00,Public Relations Managers
43231513,Office suite software,Microsoft Office software,Y,Y,11-2032.00,Public Relations Managers
43233501,Electronic mail software,Microsoft Outlook,Y,Y,11-2032.00,Public Relations Managers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,11-2032.00,Public Relations Managers
43231507,Project management software,Microsoft Project,Y,N,11-2032.00,Public Relations Managers
43232112,Desktop publishing software,Microsoft Publisher,N,N,11-2032.00,Public Relations Managers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,11-2032.00,Public Relations Managers
43232104,Word processing software,Microsoft Word,Y,N,11-2032.00,Public Relations Managers
43232314,Business intelligence and data analysis software,MicroStrategy,Y,N,11-2032.00,Public Relations Managers
43231514,Sales and marketing software,MightyScout,N,N,11-2032.00,Public Relations Managers
43232303,Customer relationship management CRM software,Oracle Eloqua,N,N,11-2032.00,Public Relations Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft Financials,N,N,11-2032.00,Public Relations Managers
43232303,Customer relationship management CRM software,Oracle Siebel Server Sync,N,N,11-2032.00,Public Relations Managers
43231507,Project management software,Project management software,N,N,11-2032.00,Public Relations Managers
43232112,Desktop publishing software,QuarkXPress,N,N,11-2032.00,Public Relations Managers
43232303,Customer relationship management CRM software,Salesforce software,N,N,11-2032.00,Public Relations Managers
43233513,Cloud-based data access and sharing software,Slack,Y,N,11-2032.00,Public Relations Managers
43232102,Graphics or photo imaging software,SmugMug Flickr,N,N,11-2032.00,Public Relations Managers
43232107,Web page creation and editing software,Social media sites,N,N,11-2032.00,Public Relations Managers
43232304,Data base management system software,Teradata Database,Y,N,11-2032.00,Public Relations Managers
43232705,Internet browser software,Web browser software,N,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,WeVideo,N,N,11-2032.00,Public Relations Managers
43232107,Web page creation and editing software,WordPress,N,N,11-2032.00,Public Relations Managers
43232306,Data base user interface and query software,Yardi software,Y,N,11-2032.00,Public Relations Managers
43232103,Video creation and editing software,YouTube,N,N,11-2032.00,Public Relations Managers
43231507,Project management software,zkipster,N,N,11-2032.00,Public Relations Managers
43233502,Video conferencing software,Zoom,N,N,11-2032.00,Public Relations Managers
43232202,Document management software,Adobe Systems Adobe Acrobat,Y,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,Adobe Systems Adobe After Effects,Y,N,11-2033.00,Fundraising Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Creative Cloud software,Y,N,11-2033.00,Fundraising Managers
43232112,Desktop publishing software,Adobe Systems Adobe Distiller,N,N,11-2033.00,Fundraising Managers
43232107,Web page creation and editing software,Adobe Systems Adobe Dreamweaver,N,N,11-2033.00,Fundraising Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Fireworks,N,N,11-2033.00,Fundraising Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Illustrator,Y,N,11-2033.00,Fundraising Managers
43232112,Desktop publishing software,Adobe Systems Adobe InDesign,Y,N,11-2033.00,Fundraising Managers
43232112,Desktop publishing software,Adobe Systems Adobe PageMaker,N,N,11-2033.00,Fundraising Managers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Photoshop,Y,N,11-2033.00,Fundraising Managers
43232306,Data base user interface and query software,Airtable,N,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,Apple Final Cut Pro,N,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,Apple iDVD,N,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,Apple iMovie,N,N,11-2033.00,Fundraising Managers
43232303,Customer relationship management CRM software,Blackbaud eTapestry,N,N,11-2033.00,Fundraising Managers
43232303,Customer relationship management CRM software,Blackbaud The Raiser's Edge,N,N,11-2033.00,Fundraising Managers
43231513,Office suite software,Corel WordPerfect Office Suite,N,N,11-2033.00,Fundraising Managers
43232408,Web platform development software,Drupal,Y,N,11-2033.00,Fundraising Managers
43232107,Web page creation and editing software,Facebook,Y,N,11-2033.00,Fundraising Managers
43232306,Data base user interface and query software,FileMaker Pro,N,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,Flipgrid,N,N,11-2033.00,Fundraising Managers
43231601,Accounting software,Fund accounting software,N,N,11-2033.00,Fundraising Managers
43231514,Sales and marketing software,Google Ads,N,N,11-2033.00,Fundraising Managers
43232307,Data mining software,Google Analytics,N,N,11-2033.00,Fundraising Managers
43232104,Word processing software,Google Docs,Y,N,11-2033.00,Fundraising Managers
43233513,Cloud-based data access and sharing software,Google Drive,N,N,11-2033.00,Fundraising Managers
43233501,Electronic mail software,Google Gmail,N,N,11-2033.00,Fundraising Managers
43231514,Sales and marketing software,HubSpot software,Y,N,11-2033.00,Fundraising Managers
43231505,Human resources software,Human resource management software HRMS,N,N,11-2033.00,Fundraising Managers
43232408,Web platform development software,Hypertext markup language HTML,Y,N,11-2033.00,Fundraising Managers
43233501,Electronic mail software,IBM Notes,N,N,11-2033.00,Fundraising Managers
43232107,Web page creation and editing software,LinkedIn,Y,N,11-2033.00,Fundraising Managers
43231514,Sales and marketing software,Marketo Marketing Automation,Y,N,11-2033.00,Fundraising Managers
43232106,Presentation software,Mentimeter,N,N,11-2033.00,Fundraising Managers
43233501,Electronic mail software,MicroFocus GroupWise,N,N,11-2033.00,Fundraising Managers
43232306,Data base user interface and query software,Microsoft Access,Y,N,11-2033.00,Fundraising Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics,Y,N,11-2033.00,Fundraising Managers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,11-2033.00,Fundraising Managers
43231513,Office suite software,Microsoft Office software,Y,Y,11-2033.00,Fundraising Managers
43233501,Electronic mail software,Microsoft Outlook,Y,Y,11-2033.00,Fundraising Managers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,11-2033.00,Fundraising Managers
43231507,Project management software,Microsoft Project,Y,N,11-2033.00,Fundraising Managers
43232112,Desktop publishing software,Microsoft Publisher,N,N,11-2033.00,Fundraising Managers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,11-2033.00,Fundraising Managers
43232104,Word processing software,Microsoft Word,Y,Y,11-2033.00,Fundraising Managers
43232314,Business intelligence and data analysis software,MicroStrategy,Y,N,11-2033.00,Fundraising Managers
43231514,Sales and marketing software,MightyScout,N,N,11-2033.00,Fundraising Managers
43232303,Customer relationship management CRM software,Oracle Eloqua,N,N,11-2033.00,Fundraising Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft Financials,N,N,11-2033.00,Fundraising Managers
43232303,Customer relationship management CRM software,Oracle Siebel Server Sync,N,N,11-2033.00,Fundraising Managers
43232112,Desktop publishing software,QuarkXPress,N,N,11-2033.00,Fundraising Managers
43232303,Customer relationship management CRM software,Salesforce software,N,N,11-2033.00,Fundraising Managers
43233513,Cloud-based data access and sharing software,Slack,Y,N,11-2033.00,Fundraising Managers
43232102,Graphics or photo imaging software,SmugMug Flickr,N,N,11-2033.00,Fundraising Managers
43232107,Web page creation and editing software,Social media sites,N,N,11-2033.00,Fundraising Managers
43232304,Data base management system software,Teradata Database,Y,N,11-2033.00,Fundraising Managers
43232705,Internet browser software,Web browser software,N,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,WeVideo,N,N,11-2033.00,Fundraising Managers
43232306,Data base user interface and query software,Yardi software,Y,N,11-2033.00,Fundraising Managers
43232103,Video creation and editing software,YouTube,N,N,11-2033.00,Fundraising Managers
43231507,Project management software,zkipster,N,N,11-2033.00,Fundraising Managers
43232202,Document management software,Adobe Systems Adobe Acrobat,Y,N,11-3012.00,Administrative Services Managers
43232112,Desktop publishing software,Adobe Systems Adobe PageMaker,N,N,11-3012.00,Administrative Services Managers
43231505,Human resources software,ADP Enterprise HR,N,N,11-3012.00,Administrative Services Managers
43231505,Human resources software,ADP Workforce Now,N,N,11-3012.00,Administrative Services Managers
43232201,Content workflow software,Atlassian JIRA,Y,N,11-3012.00,Administrative Services Managers
43232604,Computer aided design CAD software,Autodesk AutoCAD,Y,N,11-3012.00,Administrative Services Managers
43232303,Customer relationship management CRM software,Blackbaud The Raiser's Edge,N,N,11-3012.00,Administrative Services Managers
43232306,Data base user interface and query software,Database software,N,N,11-3012.00,Administrative Services Managers
43231604,Financial analysis software,Delphi Technology,N,N,11-3012.00,Administrative Services Managers
43233501,Electronic mail software,Email software,N,N,11-3012.00,Administrative Services Managers
43232306,Data base user interface and query software,FileMaker Pro,N,N,11-3012.00,Administrative Services Managers
43231601,Accounting software,Fund accounting software,N,N,11-3012.00,Administrative Services Managers
43232104,Word processing software,Google Docs,Y,N,11-3012.00,Administrative Services Managers
43233513,Cloud-based data access and sharing software,Google Drive,N,N,11-3012.00,Administrative Services Managers
43233504,Instant messaging software,GroupMe,N,N,11-3012.00,Administrative Services Managers
43231505,Human resources software,Human resource management software HRMS,N,N,11-3012.00,Administrative Services Managers
43233501,Electronic mail software,IBM Notes,N,N,11-3012.00,Administrative Services Managers
43233701,Enterprise system management software,IBM Power Systems software,N,N,11-3012.00,Administrative Services Managers
43232605,Analytical or scientific software,IBM SPSS Statistics,Y,N,11-3012.00,Administrative Services Managers
43231601,Accounting software,Intuit QuickBooks,Y,N,11-3012.00,Administrative Services Managers
43232309,Information retrieval or search software,LexisNexis,N,N,11-3012.00,Administrative Services Managers
43232107,Web page creation and editing software,LinkedIn,Y,N,11-3012.00,Administrative Services Managers
43232610,Medical software,Medical procedure coding software,N,N,11-3012.00,Administrative Services Managers
43233501,Electronic mail software,MicroFocus GroupWise,N,N,11-3012.00,Administrative Services Managers
43232306,Data base user interface and query software,Microsoft Access,Y,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics,Y,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics GP,N,N,11-3012.00,Administrative Services Managers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,11-3012.00,Administrative Services Managers
43232705,Internet browser software,Microsoft Internet Explorer,N,N,11-3012.00,Administrative Services Managers
43231513,Office suite software,Microsoft Office software,Y,Y,11-3012.00,Administrative Services Managers
43233501,Electronic mail software,Microsoft Outlook,Y,Y,11-3012.00,Administrative Services Managers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,11-3012.00,Administrative Services Managers
43231507,Project management software,Microsoft Project,Y,N,11-3012.00,Administrative Services Managers
43232112,Desktop publishing software,Microsoft Publisher,N,N,11-3012.00,Administrative Services Managers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,11-3012.00,Administrative Services Managers
43231518,Process mapping and design software,Microsoft Visio,Y,N,11-3012.00,Administrative Services Managers
43233004,Operating system software,Microsoft Windows XP,N,N,11-3012.00,Administrative Services Managers
43232104,Word processing software,Microsoft Word,Y,Y,11-3012.00,Administrative Services Managers
43232605,Analytical or scientific software,Minitab,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Oracle Hyperion,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft Financials,N,N,11-3012.00,Administrative Services Managers
43231507,Project management software,Oracle Primavera Enterprise Project Portfolio Management,Y,N,11-3012.00,Administrative Services Managers
43232610,Medical software,PracticeWorks Systems Kodak WINOMS CS,N,N,11-3012.00,Administrative Services Managers
43232405,Object or component oriented development software,R,Y,N,11-3012.00,Administrative Services Managers
43232306,Data base user interface and query software,Sage 300 Construction and Real Estate,N,N,11-3012.00,Administrative Services Managers
43231601,Accounting software,Sage 50 Accounting,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,Sage MAS 200 ERP,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,SAP Business Objects,N,N,11-3012.00,Administrative Services Managers
43232305,Data base reporting software,SAP BusinessObjects Crystal Reports,N,N,11-3012.00,Administrative Services Managers
43231602,Enterprise resource planning ERP software,SAP software,Y,N,11-3012.00,Administrative Services Managers
43232605,Analytical or scientific software,SAS,Y,N,11-3012.00,Administrative Services Managers
43232608,Industrial control software,Supervisory control and data acquisition SCADA software,N,N,11-3012.00,Administrative Services Managers
43232304,Data base management system software,Teradata Database,Y,N,11-3012.00,Administrative Services Managers
43232705,Internet browser software,Web browser software,N,N,11-3012.00,Administrative Services Managers
43232306,Data base user interface and query software,Yardi software,Y,N,11-3012.00,Administrative Services Managers
43232202,Document management software,Adobe Systems Adobe Acrobat,Y,N,11-3013.00,Facilities Managers
43232112,Desktop publishing software,Adobe Systems Adobe PageMaker,N,N,11-3013.00,Facilities Managers
43231505,Human resources software,ADP Enterprise HR,N,N,11-3013.00,Facilities Managers
43231505,Human resources software,ADP Workforce Now,N,N,11-3013.00,Facilities Managers
43232604,Computer aided design CAD software,Autodesk AutoCAD,N,N,11-3013.00,Facilities Managers
43232604,Computer aided design CAD software,Autodesk Revit,N,N,11-3013.00,Facilities Managers
43232303,Customer relationship management CRM software,Blackbaud The Raiser's Edge,N,N,11-3013.00,Facilities Managers
43231604,Financial analysis software,Delphi Technology,N,N,11-3013.00,Facilities Managers
43233501,Electronic mail software,Email software,N,N,11-3013.00,Facilities Managers
43232306,Data base user interface and query software,FileMaker Pro,N,N,11-3013.00,Facilities Managers
43231601,Accounting software,Fund accounting software,N,N,11-3013.00,Facilities Managers
43232104,Word processing software,Google Docs,Y,N,11-3013.00,Facilities Managers
43233513,Cloud-based data access and sharing software,Google Drive,N,N,11-3013.00,Facilities Managers
43231513,Office suite software,Google Workspace software,N,N,11-3013.00,Facilities Managers
43233504,Instant messaging software,GroupMe,N,N,11-3013.00,Facilities Managers
43231505,Human resources software,Human resource management software HRMS,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,IBM Maximo Asset Management,N,N,11-3013.00,Facilities Managers
43233501,Electronic mail software,IBM Notes,N,N,11-3013.00,Facilities Managers
43233701,Enterprise system management software,IBM Power Systems software,N,N,11-3013.00,Facilities Managers
43231601,Accounting software,Intuit QuickBooks,Y,N,11-3013.00,Facilities Managers
43233501,Electronic mail software,MicroFocus GroupWise,N,N,11-3013.00,Facilities Managers
43232306,Data base user interface and query software,Microsoft Access,Y,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics,Y,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Microsoft Dynamics GP,N,N,11-3013.00,Facilities Managers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,11-3013.00,Facilities Managers
43232705,Internet browser software,Microsoft Internet Explorer,N,N,11-3013.00,Facilities Managers
43231513,Office suite software,Microsoft Office software,Y,Y,11-3013.00,Facilities Managers
43233501,Electronic mail software,Microsoft Outlook,Y,Y,11-3013.00,Facilities Managers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,11-3013.00,Facilities Managers
43231507,Project management software,Microsoft Project,Y,N,11-3013.00,Facilities Managers
43232112,Desktop publishing software,Microsoft Publisher,N,N,11-3013.00,Facilities Managers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,11-3013.00,Facilities Managers
43231518,Process mapping and design software,Microsoft Visio,Y,N,11-3013.00,Facilities Managers
43233004,Operating system software,Microsoft Windows XP,N,N,11-3013.00,Facilities Managers
43232104,Word processing software,Microsoft Word,Y,Y,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Oracle Hyperion,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Oracle PeopleSoft Financials,N,N,11-3013.00,Facilities Managers
43231507,Project management software,Oracle Primavera Enterprise Project Portfolio Management,Y,N,11-3013.00,Facilities Managers
43231507,Project management software,Project management software,N,N,11-3013.00,Facilities Managers
43232306,Data base user interface and query software,Sage 300 Construction and Real Estate,N,N,11-3013.00,Facilities Managers
43231601,Accounting software,Sage 50 Accounting,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,Sage MAS 200 ERP,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,SAP Business Objects,N,N,11-3013.00,Facilities Managers
43232305,Data base reporting software,SAP BusinessObjects Crystal Reports,N,N,11-3013.00,Facilities Managers
43231602,Enterprise resource planning ERP software,SAP software,Y,N,11-3013.00,Facilities Managers
