data_value,date,domain_source,element_id,element_name,lower_ci_bound,n,onet_soc_code,recommend_suppress,scale_id,scale_name,standard_error,title,upper_ci_bound
2.92,07/2017,Occupational Expert,1.C.3.c,Social Orientation,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
3.85,07/2017,Occupational Expert,1.C.4.a,Self-Control,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.04,07/2017,Occupational Expert,1.C.4.b,Stress Tolerance,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.08,07/2017,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.07,25,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.42,07/2017,Occupational Expert,1.C.5.a,Dependability,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.46,07/2017,Occupational Expert,1.C.5.b,Attention to Detail,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.46,07/2017,Occupational Expert,1.C.5.c,Integrity,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
3.58,07/2017,Occupational Expert,1.C.6,Independence,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
3.92,07/2017,Occupational Expert,1.C.7.a,Innovation,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.42,07/2017,Occupational Expert,1.C.7.b,Analytical Thinking,4.07,26,17-2112.03,N,IM,Importance,0.11,Manufacturing Engineers,4.5
4.03,11/2020,Analyst - Transition,1.C.1.a,Achievement/Effort,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.05,11/2020,Analyst - Transition,1.C.1.b,Persistence,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.27,11/2020,Analyst - Transition,1.C.1.c,Initiative,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.81,11/2020,Analyst - Transition,1.C.2.b,Leadership,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.8,11/2020,Analyst - Transition,1.C.3.a,Cooperation,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
2.85,11/2020,Analyst - Transition,1.C.3.b,Concern for Others,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
2.6,11/2020,Analyst - Transition,1.C.3.c,Social Orientation,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.51,11/2020,Analyst - Transition,1.C.4.a,Self-Control,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.83,11/2020,Analyst - Transition,1.C.4.b,Stress Tolerance,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.56,11/2020,Analyst - Transition,1.C.4.c,Adaptability/Flexibility,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.25,11/2020,Analyst - Transition,1.C.5.a,Dependability,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.45,11/2020,Analyst - Transition,1.C.5.b,Attention to Detail,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.42,11/2020,Analyst - Transition,1.C.5.c,Integrity,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.95,11/2020,Analyst - Transition,1.C.6,Independence,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
3.81,11/2020,Analyst - Transition,1.C.7.a,Innovation,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.4,11/2020,Analyst - Transition,1.C.7.b,Analytical Thinking,4.07,26,17-2121.00,N,IM,Importance,0.11,Marine Engineers and Naval Architects,4.5
4.29,08/2020,Occupational Expert,1.C.1.a,Achievement/Effort,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.33,08/2020,Occupational Expert,1.C.1.b,Persistence,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.29,08/2020,Occupational Expert,1.C.1.c,Initiative,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.71,08/2020,Occupational Expert,1.C.2.b,Leadership,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.95,08/2020,Occupational Expert,1.C.3.a,Cooperation,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.14,08/2020,Occupational Expert,1.C.3.b,Concern for Others,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
2.9,08/2020,Occupational Expert,1.C.3.c,Social Orientation,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.71,08/2020,Occupational Expert,1.C.4.a,Self-Control,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.81,08/2020,Occupational Expert,1.C.4.b,Stress Tolerance,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.71,08/2020,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.24,08/2020,Occupational Expert,1.C.5.a,Dependability,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.43,08/2020,Occupational Expert,1.C.5.b,Attention to Detail,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.67,08/2020,Occupational Expert,1.C.5.c,Integrity,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.86,08/2020,Occupational Expert,1.C.6,Independence,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.33,08/2020,Occupational Expert,1.C.7.a,Innovation,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
4.57,08/2020,Occupational Expert,1.C.7.b,Analytical Thinking,4.07,21,17-2131.00,N,IM,Importance,0.11,Materials Engineers,4.5
3.9,07/2015,Incumbent,1.C.1.a,Achievement/Effort,3.58,37,17-2141.00,N,IM,Importance,0.16,Mechanical Engineers,4.22
4.11,07/2015,Incumbent,1.C.1.b,Persistence,3.62,38,17-2141.00,N,IM,Importance,0.24,Mechanical Engineers,4.6
3.92,07/2015,Incumbent,1.C.1.c,Initiative,3.61,38,17-2141.00,N,IM,Importance,0.15,Mechanical Engineers,4.23
4.06,07/2015,Incumbent,1.C.2.b,Leadership,3.7,38,17-2141.00,N,IM,Importance,0.18,Mechanical Engineers,4.42
4.42,07/2015,Incumbent,1.C.3.a,Cooperation,4.19,38,17-2141.00,N,IM,Importance,0.12,Mechanical Engineers,4.65
3.39,07/2015,Incumbent,1.C.3.b,Concern for Others,2.94,38,17-2141.00,N,IM,Importance,0.22,Mechanical Engineers,3.83
3.36,07/2015,Incumbent,1.C.3.c,Social Orientation,2.92,38,17-2141.00,N,IM,Importance,0.22,Mechanical Engineers,3.79
3.87,07/2015,Incumbent,1.C.4.a,Self-Control,3.64,38,17-2141.00,N,IM,Importance,0.11,Mechanical Engineers,4.1
3.97,07/2015,Incumbent,1.C.4.b,Stress Tolerance,3.51,38,17-2141.00,N,IM,Importance,0.23,Mechanical Engineers,4.44
4.24,07/2015,Incumbent,1.C.4.c,Adaptability/Flexibility,3.99,38,17-2141.00,N,IM,Importance,0.12,Mechanical Engineers,4.48
4.49,07/2015,Incumbent,1.C.5.a,Dependability,4.26,38,17-2141.00,N,IM,Importance,0.11,Mechanical Engineers,4.72
4.73,07/2015,Incumbent,1.C.5.b,Attention to Detail,4.51,38,17-2141.00,N,IM,Importance,0.11,Mechanical Engineers,4.95
4.45,07/2015,Incumbent,1.C.5.c,Integrity,4.01,38,17-2141.00,N,IM,Importance,0.22,Mechanical Engineers,4.88
3.94,07/2015,Incumbent,1.C.6,Independence,3.47,38,17-2141.00,N,IM,Importance,0.23,Mechanical Engineers,4.4
4.64,07/2015,Incumbent,1.C.7.a,Innovation,4.3,38,17-2141.00,N,IM,Importance,0.17,Mechanical Engineers,4.97
4.78,07/2015,Incumbent,1.C.7.b,Analytical Thinking,4.59,38,17-2141.00,N,IM,Importance,0.09,Mechanical Engineers,4.98
3.82,08/2022,Occupational Expert,1.C.1.a,Achievement/Effort,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.82,08/2022,Occupational Expert,1.C.1.b,Persistence,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.91,08/2022,Occupational Expert,1.C.1.c,Initiative,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.27,08/2022,Occupational Expert,1.C.2.b,Leadership,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
4.05,08/2022,Occupational Expert,1.C.3.a,Cooperation,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
2.86,08/2022,Occupational Expert,1.C.3.b,Concern for Others,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
2.32,08/2022,Occupational Expert,1.C.3.c,Social Orientation,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.23,08/2022,Occupational Expert,1.C.4.a,Self-Control,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.14,08/2022,Occupational Expert,1.C.4.b,Stress Tolerance,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.68,08/2022,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.86,08/2022,Occupational Expert,1.C.5.a,Dependability,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
4.09,08/2022,Occupational Expert,1.C.5.b,Attention to Detail,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
4.05,08/2022,Occupational Expert,1.C.5.c,Integrity,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.27,08/2022,Occupational Expert,1.C.6,Independence,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.86,08/2022,Occupational Expert,1.C.7.a,Innovation,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
4.09,08/2022,Occupational Expert,1.C.7.b,Analytical Thinking,4.59,22,17-2141.01,N,IM,Importance,0.09,Fuel Cell Engineers,4.98
3.95,08/2022,Occupational Expert,1.C.1.a,Achievement/Effort,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.19,08/2022,Occupational Expert,1.C.1.b,Persistence,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.33,08/2022,Occupational Expert,1.C.1.c,Initiative,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.52,08/2022,Occupational Expert,1.C.2.b,Leadership,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.15,08/2022,Occupational Expert,1.C.3.a,Cooperation,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.3,08/2022,Occupational Expert,1.C.3.b,Concern for Others,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
2.8,08/2022,Occupational Expert,1.C.3.c,Social Orientation,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.9,08/2022,Occupational Expert,1.C.4.a,Self-Control,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.9,08/2022,Occupational Expert,1.C.4.b,Stress Tolerance,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.0,08/2022,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.4,08/2022,Occupational Expert,1.C.5.a,Dependability,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.35,08/2022,Occupational Expert,1.C.5.b,Attention to Detail,4.59,20,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.67,08/2022,Occupational Expert,1.C.5.c,Integrity,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.33,08/2022,Occupational Expert,1.C.6,Independence,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.86,08/2022,Occupational Expert,1.C.7.a,Innovation,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
4.38,08/2022,Occupational Expert,1.C.7.b,Analytical Thinking,4.59,21,17-2141.02,N,IM,Importance,0.09,Automotive Engineers,4.98
3.83,08/2018,Incumbent,1.C.1.a,Achievement/Effort,3.45,20,17-2151.00,N,IM,Importance,0.18,"Mining and Geological Engineers, Including Mining Safety Engineers",4.2
3.6,08/2018,Incumbent,1.C.1.b,Persistence,3.01,20,17-2151.00,N,IM,Importance,0.28,"Mining and Geological Engineers, Including Mining Safety Engineers",4.19
3.91,08/2018,Incumbent,1.C.1.c,Initiative,3.45,20,17-2151.00,N,IM,Importance,0.22,"Mining and Geological Engineers, Including Mining Safety Engineers",4.36
3.86,08/2018,Incumbent,1.C.2.b,Leadership,3.34,20,17-2151.00,N,IM,Importance,0.25,"Mining and Geological Engineers, Including Mining Safety Engineers",4.38
4.16,08/2018,Incumbent,1.C.3.a,Cooperation,3.71,20,17-2151.00,N,IM,Importance,0.22,"Mining and Geological Engineers, Including Mining Safety Engineers",4.61
3.38,08/2018,Incumbent,1.C.3.b,Concern for Others,2.88,20,17-2151.00,N,IM,Importance,0.24,"Mining and Geological Engineers, Including Mining Safety Engineers",3.89
3.15,08/2018,Incumbent,1.C.3.c,Social Orientation,2.67,20,17-2151.00,N,IM,Importance,0.23,"Mining and Geological Engineers, Including Mining Safety Engineers",3.64
3.63,08/2018,Incumbent,1.C.4.a,Self-Control,3.14,20,17-2151.00,N,IM,Importance,0.24,"Mining and Geological Engineers, Including Mining Safety Engineers",4.12
3.93,08/2018,Incumbent,1.C.4.b,Stress Tolerance,3.41,20,17-2151.00,N,IM,Importance,0.25,"Mining and Geological Engineers, Including Mining Safety Engineers",4.45
4.03,08/2018,Incumbent,1.C.4.c,Adaptability/Flexibility,3.76,20,17-2151.00,N,IM,Importance,0.13,"Mining and Geological Engineers, Including Mining Safety Engineers",4.31
4.35,08/2018,Incumbent,1.C.5.a,Dependability,3.98,20,17-2151.00,N,IM,Importance,0.18,"Mining and Geological Engineers, Including Mining Safety Engineers",4.72
4.64,08/2018,Incumbent,1.C.5.b,Attention to Detail,4.33,20,17-2151.00,N,IM,Importance,0.15,"Mining and Geological Engineers, Including Mining Safety Engineers",4.95
4.14,08/2018,Incumbent,1.C.5.c,Integrity,3.7,20,17-2151.00,N,IM,Importance,0.21,"Mining and Geological Engineers, Including Mining Safety Engineers",4.57
4.08,08/2018,Incumbent,1.C.6,Independence,3.77,20,17-2151.00,N,IM,Importance,0.15,"Mining and Geological Engineers, Including Mining Safety Engineers",4.4
3.57,08/2018,Incumbent,1.C.7.a,Innovation,3.13,20,17-2151.00,N,IM,Importance,0.21,"Mining and Geological Engineers, Including Mining Safety Engineers",4.0
4.77,08/2018,Incumbent,1.C.7.b,Analytical Thinking,4.51,20,17-2151.00,N,IM,Importance,0.12,"Mining and Geological Engineers, Including Mining Safety Engineers",5.0
3.7,07/2017,Occupational Expert,1.C.1.a,Achievement/Effort,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.63,07/2017,Occupational Expert,1.C.1.b,Persistence,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.89,07/2017,Occupational Expert,1.C.1.c,Initiative,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.44,07/2017,Occupational Expert,1.C.2.b,Leadership,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.93,07/2017,Occupational Expert,1.C.3.a,Cooperation,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
2.85,07/2017,Occupational Expert,1.C.3.b,Concern for Others,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
2.37,07/2017,Occupational Expert,1.C.3.c,Social Orientation,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.63,07/2017,Occupational Expert,1.C.4.a,Self-Control,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.78,07/2017,Occupational Expert,1.C.4.b,Stress Tolerance,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.67,07/2017,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
4.33,07/2017,Occupational Expert,1.C.5.a,Dependability,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
4.74,07/2017,Occupational Expert,1.C.5.b,Attention to Detail,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
4.74,07/2017,Occupational Expert,1.C.5.c,Integrity,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
2.93,07/2017,Occupational Expert,1.C.6,Independence,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
2.93,07/2017,Occupational Expert,1.C.7.a,Innovation,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
4.59,07/2017,Occupational Expert,1.C.7.b,Analytical Thinking,4.51,27,17-2161.00,N,IM,Importance,0.12,Nuclear Engineers,5.0
3.91,08/2020,Incumbent,1.C.1.a,Achievement/Effort,3.48,20,17-2171.00,N,IM,Importance,0.21,Petroleum Engineers,4.35
3.86,08/2020,Incumbent,1.C.1.b,Persistence,3.44,20,17-2171.00,N,IM,Importance,0.2,Petroleum Engineers,4.27
4.19,08/2020,Incumbent,1.C.1.c,Initiative,3.91,20,17-2171.00,N,IM,Importance,0.13,Petroleum Engineers,4.47
3.6,08/2020,Incumbent,1.C.2.b,Leadership,3.28,20,17-2171.00,N,IM,Importance,0.15,Petroleum Engineers,3.92
4.16,08/2020,Incumbent,1.C.3.a,Cooperation,3.99,20,17-2171.00,N,IM,Importance,0.08,Petroleum Engineers,4.33
3.39,08/2020,Incumbent,1.C.3.b,Concern for Others,2.75,20,17-2171.00,N,IM,Importance,0.3,Petroleum Engineers,4.02
3.2,08/2020,Incumbent,1.C.3.c,Social Orientation,2.46,20,17-2171.00,N,IM,Importance,0.35,Petroleum Engineers,3.93
3.88,08/2020,Incumbent,1.C.4.a,Self-Control,3.37,20,17-2171.00,N,IM,Importance,0.24,Petroleum Engineers,4.38
3.72,08/2020,Incumbent,1.C.4.b,Stress Tolerance,3.27,20,17-2171.00,N,IM,Importance,0.21,Petroleum Engineers,4.16
3.7,08/2020,Incumbent,1.C.4.c,Adaptability/Flexibility,2.86,19,17-2171.00,N,IM,Importance,0.4,Petroleum Engineers,4.55
4.3,08/2020,Incumbent,1.C.5.a,Dependability,4.11,20,17-2171.00,N,IM,Importance,0.09,Petroleum Engineers,4.5
4.38,08/2020,Incumbent,1.C.5.b,Attention to Detail,4.15,20,17-2171.00,N,IM,Importance,0.11,Petroleum Engineers,4.61
4.34,08/2020,Incumbent,1.C.5.c,Integrity,3.9,20,17-2171.00,N,IM,Importance,0.21,Petroleum Engineers,4.78
3.69,08/2020,Incumbent,1.C.6,Independence,3.41,20,17-2171.00,N,IM,Importance,0.13,Petroleum Engineers,3.96
3.77,08/2020,Incumbent,1.C.7.a,Innovation,2.78,20,17-2171.00,N,IM,Importance,0.48,Petroleum Engineers,4.77
4.47,08/2020,Incumbent,1.C.7.b,Analytical Thinking,4.11,20,17-2171.00,N,IM,Importance,0.17,Petroleum Engineers,4.83
3.95,07/2016,Occupational Expert,1.C.1.a,Achievement/Effort,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.05,07/2016,Occupational Expert,1.C.1.b,Persistence,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.18,07/2016,Occupational Expert,1.C.1.c,Initiative,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.95,07/2016,Occupational Expert,1.C.2.b,Leadership,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.14,07/2016,Occupational Expert,1.C.3.a,Cooperation,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.68,07/2016,Occupational Expert,1.C.3.b,Concern for Others,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.32,07/2016,Occupational Expert,1.C.3.c,Social Orientation,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.86,07/2016,Occupational Expert,1.C.4.a,Self-Control,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.77,07/2016,Occupational Expert,1.C.4.b,Stress Tolerance,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.18,07/2016,Occupational Expert,1.C.4.c,Adaptability/Flexibility,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.36,07/2016,Occupational Expert,1.C.5.a,Dependability,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.59,07/2016,Occupational Expert,1.C.5.b,Attention to Detail,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.55,07/2016,Occupational Expert,1.C.5.c,Integrity,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.14,07/2016,Occupational Expert,1.C.6,Independence,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.18,07/2016,Occupational Expert,1.C.7.a,Innovation,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
4.73,07/2016,Occupational Expert,1.C.7.b,Analytical Thinking,4.11,22,17-2199.03,N,IM,Importance,0.17,"Energy Engineers, Except Wind and Solar",4.83
3.87,08/2022,Incumbent,1.C.1.a,Achievement/Effort,3.72,18,17-2199.05,N,IM,Importance,0.08,Mechatronics Engineers,4.03
3.88,08/2022,Incumbent,1.C.1.b,Persistence,3.44,18,17-2199.05,N,IM,Importance,0.21,Mechatronics Engineers,4.33
3.92,08/2022,Incumbent,1.C.1.c,Initiative,3.23,18,17-2199.05,N,IM,Importance,0.33,Mechatronics Engineers,4.61
3.48,08/2022,Incumbent,1.C.2.b,Leadership,2.97,18,17-2199.05,N,IM,Importance,0.24,Mechatronics Engineers,3.99
3.81,08/2022,Incumbent,1.C.3.a,Cooperation,3.3,18,17-2199.05,N,IM,Importance,0.24,Mechatronics Engineers,4.31
2.78,08/2022,Incumbent,1.C.3.b,Concern for Others,2.02,18,17-2199.05,N,IM,Importance,0.36,Mechatronics Engineers,3.53
2.8,08/2022,Incumbent,1.C.3.c,Social Orientation,2.47,18,17-2199.05,N,IM,Importance,0.15,Mechatronics Engineers,3.13
3.5,08/2022,Incumbent,1.C.4.a,Self-Control,3.0,18,17-2199.05,N,IM,Importance,0.24,Mechatronics Engineers,4.0
4.0,08/2022,Incumbent,1.C.4.b,Stress Tolerance,3.92,18,17-2199.05,N,IM,Importance,0.04,Mechatronics Engineers,4.07
3.8,08/2022,Incumbent,1.C.4.c,Adaptability/Flexibility,3.52,18,17-2199.05,N,IM,Importance,0.14,Mechatronics Engineers,4.09
4.15,08/2022,Incumbent,1.C.5.a,Dependability,3.96,18,17-2199.05,N,IM,Importance,0.09,Mechatronics Engineers,4.34
4.38,08/2022,Incumbent,1.C.5.b,Attention to Detail,3.91,18,17-2199.05,N,IM,Importance,0.22,Mechatronics Engineers,4.85
4.02,08/2022,Incumbent,1.C.5.c,Integrity,3.87,18,17-2199.05,N,IM,Importance,0.07,Mechatronics Engineers,4.17
3.51,08/2022,Incumbent,1.C.6,Independence,3.18,18,17-2199.05,N,IM,Importance,0.16,Mechatronics Engineers,3.85
4.19,08/2022,Incumbent,1.C.7.a,Innovation,3.47,18,17-2199.05,N,IM,Importance,0.34,Mechatronics Engineers,4.91
4.2,08/2022,Incumbent,1.C.7.b,Analytical Thinking,3.89,18,17-2199.05,N,IM,Importance,0.15,Mechatronics Engineers,4.52
3.9,07/2016,Incumbent,1.C.1.a,Achievement/Effort,3.45,18,17-2199.06,N,IM,Importance,0.21,Microsystems Engineers,4.34
3.93,07/2016,Incumbent,1.C.1.b,Persistence,3.34,18,17-2199.06,N,IM,Importance,0.28,Microsystems Engineers,4.52
4.07,07/2016,Incumbent,1.C.1.c,Initiative,3.98,18,17-2199.06,N,IM,Importance,0.04,Microsystems Engineers,4.15
3.56,07/2016,Incumbent,1.C.2.b,Leadership,3.26,18,17-2199.06,N,IM,Importance,0.14,Microsystems Engineers,3.86
4.01,07/2016,Incumbent,1.C.3.a,Cooperation,3.67,18,17-2199.06,N,IM,Importance,0.16,Microsystems Engineers,4.34
3.05,07/2016,Incumbent,1.C.3.b,Concern for Others,2.28,18,17-2199.06,N,IM,Importance,0.36,Microsystems Engineers,3.81
2.58,07/2016,Incumbent,1.C.3.c,Social Orientation,2.05,18,17-2199.06,N,IM,Importance,0.25,Microsystems Engineers,3.11
3.52,07/2016,Incumbent,1.C.4.a,Self-Control,3.09,18,17-2199.06,N,IM,Importance,0.2,Microsystems Engineers,3.94
3.76,07/2016,Incumbent,1.C.4.b,Stress Tolerance,3.46,18,17-2199.06,N,IM,Importance,0.14,Microsystems Engineers,4.07
3.82,07/2016,Incumbent,1.C.4.c,Adaptability/Flexibility,3.5,18,17-2199.06,N,IM,Importance,0.15,Microsystems Engineers,4.15
4.05,07/2016,Incumbent,1.C.5.a,Dependability,3.96,18,17-2199.06,N,IM,Importance,0.04,Microsystems Engineers,4.14
4.59,07/2016,Incumbent,1.C.5.b,Attention to Detail,4.29,18,17-2199.06,N,IM,Importance,0.14,Microsystems Engineers,4.89
4.26,07/2016,Incumbent,1.C.5.c,Integrity,3.71,18,17-2199.06,N,IM,Importance,0.26,Microsystems Engineers,4.8
3.23,07/2016,Incumbent,1.C.6,Independence,2.61,18,17-2199.06,N,IM,Importance,0.29,Microsystems Engineers,3.85
4.32,07/2016,Incumbent,1.C.7.a,Innovation,3.97,18,17-2199.06,N,IM,Importance,0.17,Microsystems Engineers,4.67
4.66,07/2016,Incumbent,1.C.7.b,Analytical Thinking,4.38,18,17-2199.06,N,IM,Importance,0.13,Microsystems Engineers,4.93
3.96,08/2018,Occupational Expert,1.C.1.a,Achievement/Effort,4.38,23,17-2199.07,N,IM,Importance,0.13,Photonics Engineers,4.93
3.78,08/2018,Occupational Expert,1.C.1.b,Persistence,4.38,23,17-2199.07,N,IM,Importance,0.13,Photonics Engineers,4.93
3.52,08/2018,Occupational Expert,1.C.1.c,Initiative,4.38,23,17-2199.07,N,IM,Importance,0.13,Photonics Engineers,4.93
