Master KSA List,Unnamed: 1,Click to return to the Table of Contents
K0388,"Knowledge of collection searching/analyzing techniques and tools for chat/buddy list, emerging technologies, VOIP, Media Over IP, VPN, VSAT/wireless, web mail and cookies.",
K0389,Knowledge of collection sources including conventional and non-conventional sources.,
K0390,Knowledge of collection strategies.,
K0391,"Knowledge of collection systems, capabilities, and processes. ",
K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.).",
K0393,Knowledge of common networking devices and their configurations.,
K0394,Knowledge of common reporting databases and tools. ,
K0395,"Knowledge of computer networking fundamentals (i.e., basic computer components of a network, types of networks, etc.).",
K0396,"Knowledge of computer programming concepts, including computer languages, programming, testing, debugging, and file types. ",
K0397,"Knowledge of security concepts in operating systems (e.g., Linux, Unix.)",
K0398,"Knowledge of concepts related to websites (e.g., web servers/pages, hosting, DNS, registration, web languages such as HTML).",
K0399,Knowledge of crisis action planning and time sensitive planning procedures.,
K0400,Knowledge of crisis action planning for cyber operations.,
K0401,Knowledge of criteria for evaluating collection products.,
K0402,"Knowledge of criticality and vulnerability factors (e.g., value, recuperation, cushion, countermeasures) for target selection and applicability to the cyber domain.",
K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations.",
K0404,Knowledge of current collection requirements.,
K0405,Knowledge of current computer-based intrusion sets.,
K0406,Knowledge of current software and methodologies for active defense and system hardening.,
K0407,Knowledge of customer information needs.,
K0408,"Knowledge of cyber actions (i.e. cyber defense, information gathering, environment preparation, cyber-attack) principles, capabilities, limitations, and effects.",
K0409,Knowledge of cyber intelligence/information collection capabilities and repositories.,
K0410,Knowledge of cyber laws and their effect on Cyber planning.,
K0411,Knowledge of cyber laws and legal considerations and their effect on cyber planning.,
K0412,Knowledge of cyber lexicon/terminology,
K0413,"Knowledge of cyber operation objectives, policies, and legalities. ",
K0414,Knowledge of cyber operations support or enabling processes.,
K0415,Knowledge of cyber operations terminology/lexicon.,
K0416,Knowledge of cyber operations.,
K0417,"Knowledge of data communications terminology (e.g., networking protocols, Ethernet, IP, encryption, optical devices, removable media).",
K0418,Knowledge of data flow process for terminal or environment collection.,
K0419,Knowledge of database administration and maintenance.,
K0420,Knowledge of database theory.,
K0421,"Knowledge of databases, portals and associated dissemination vehicles.",
K0422,Knowledge of deconfliction processes and procedures.,
K0423,Knowledge of deconfliction reporting to include external organization interaction.,
K0424,Knowledge of denial and deception techniques.,
K0425,"Knowledge of different organization objectives at all levels, including subordinate, lateral and higher.",
K0426,Knowledge of dynamic and deliberate targeting.,
K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP).",
K0428,Knowledge of encryption algorithms and tools for wireless local area networks (WLANs).,
K0429,Knowledge of enterprise-wide information management.,
K0430,Knowledge of evasion strategies and techniques.,
K0431,Knowledge of evolving/emerging communications technologies.,
K0432,"Knowledge of existing, emerging, and long-range issues related to cyber operations strategy, policy, and organization.",
K0433,Knowledge of forensic implications of operating system structure and operations.,
K0434,"WITHDRAWN: Knowledge of front-end collection systems, including traffic collection, filtering, and selection.",X
K0435,"Knowledge of fundamental cyber concepts, principles, limitations, and effects.",
K0436,"Knowledge of fundamental cyber operations concepts, terminology/lexicon (i.e., environment preparation, cyber-attack, cyber defense), principles, capabilities, limitations, and effects.",
K0437,Knowledge of general Supervisory control and data acquisition (SCADA) system components.,
K0438,"Knowledge of mobile cellular communications architecture (e.g., LTE, CDMA, GSM/EDGE and UMTS/HSPA).",
K0439,Knowledge of governing authorities for targeting.,
K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.,
K0441,"WITHDRAWN: Knowledge of how collection requirements and information needs are translated, tracked, and prioritized across the extended enterprise.",X
K0442,"Knowledge of how converged technologies impact cyber operations (e.g., digital, telephony, wireless).",
K0443,"WITHDRAWN: Knowledge of how hubs, switches, routers work together in the design of a network. (See K0143)",X
K0444,"Knowledge of how Internet applications work (SMTP email, web-based email, chat clients, VOIP).",
K0445,Knowledge of how modern digital and telephony networks impact cyber operations.,
K0446,Knowledge of how modern wireless communications systems impact cyber operations.,
K0447,"Knowledge of how to collect, view, and identify essential information on targets of interest from metadata (e.g., email, http).",
K0448,Knowledge of how to establish priorities for resources.,
K0449,"Knowledge of how to extract, analyze, and use metadata.",
K0450,WITHDRAWN: Integrated into K0036,X
K0451,Knowledge of identification and reporting processes.,
K0452,"Knowledge of implementing Unix and Windows systems that provide radius authentication and logging, DNS, mail, web service, FTP server, DHCP, firewall, and SNMP.",
K0453,Knowledge of indications and warning.,
K0454,Knowledge of information needs.,
K0455,"Knowledge of information security concepts, facilitating technologies and methods.",
K0456,Knowledge of intelligence capabilities and limitations.,
K0457,Knowledge of intelligence confidence levels.,
K0458,Knowledge of intelligence disciplines.,
K0459,"Knowledge of intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.).",
K0460,Knowledge of intelligence preparation of the environment and similar processes.,
K0461,Knowledge of intelligence production processes.,
K0462,"Knowledge of intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions.",
K0463,Knowledge of intelligence requirements tasking systems.,
K0464,"Knowledge of intelligence support to planning, execution, and assessment.",
K0465,Knowledge of internal and external partner cyber operations capabilities and tools.,
K0466,Knowledge of internal and external partner intelligence processes and the development of information requirements and essential information.,
K0467,"Knowledge of internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities).",
K0468,Knowledge of internal and external partner reporting.,
K0469,Knowledge of internal tactics to anticipate and/or emulate threat capabilities and actions.,
K0470,Knowledge of Internet and routing protocols.,
K0471,"Knowledge of Internet network addressing (IP addresses, classless inter-domain routing, TCP/UDP port numbering).",
K0472,Knowledge of intrusion detection systems and signature development.,
K0473,Knowledge of intrusion sets.,
K0474,Knowledge of key cyber threat actors and their equities.,
K0475,Knowledge of key factors of the operational environment and threat.,
K0476,Knowledge of language processing tools and techniques.,
K0477,Knowledge of leadership's Intent and objectives.,
K0478,Knowledge of legal considerations in targeting.,
K0479,Knowledge of malware analysis and characteristics.,
K0480,Knowledge of malware.,
K0481,Knowledge of methods and techniques used to detect various exploitation activities.,
K0482,Knowledge of methods for ascertaining collection asset posture and availability.,
K0483,Knowledge of methods to integrate and summarize information from any potential sources.,
K0484,"Knowledge of midpoint collection (process, objectives, organization, targets, etc.).",
K0485,Knowledge of network administration.,
K0486,Knowledge of network construction and topology.,
K0487,"Knowledge of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection).",
K0488,"Knowledge of network security implementations (e.g., host-based IDS, IPS, access control lists), including their function and placement in a network.",
K0489,Knowledge of network topology.,
K0490,WITHDRAWN: Integrated into K0058,X
K0491,"Knowledge of networking and Internet communications fundamentals (i.e. devices, device configuration, hardware, software, applications, ports/protocols, addressing, network architecture and infrastructure, routing, operating systems, etc.). ",
K0492,Knowledge of non-traditional collection methodologies.,
K0493,"Knowledge of obfuscation techniques (e.g., TOR/Onion/anonymizers, VPN/VPS, encryption).",
K0494,"Knowledge of objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning.",
K0495,Knowledge of ongoing and future operations.,
K0496,Knowledge of operational asset constraints.,
K0497,Knowledge of operational effectiveness assessment.,
K0498,Knowledge of operational planning processes.,
K0499,Knowledge of operations security.,
K0500,"Knowledge of organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors).",
K0501,"Knowledge of organization cyber operations programs, strategies, and resources.",
K0502,Knowledge of organization decision support tools and/or methods.,
K0503,"Knowledge of organization formats of resource and asset readiness reporting, its operational relevance and intelligence collection impact.",
K0504,"Knowledge of organization issues, objectives, and operations in cyber as well as regulations and policy directives governing cyber operations.",
K0505,Knowledge of organization objectives and associated demand on collection management.,
K0506,"Knowledge of organization objectives, leadership priorities, and decision-making risks.",
K0507,Knowledge of organization or partner exploitation of digital networks.,
K0508,Knowledge of organization policies and planning concepts for partnering with internal and/or external organizations.,
K0509,"Knowledge of organizational and partner authorities, responsibilities, and contributions to achieving objectives.",
K0510,"Knowledge of organizational and partner policies, tools, capabilities, and procedures.",
K0511,Knowledge of organizational hierarchy and cyber decision-making processes.,
K0512,Knowledge of organizational planning concepts.,
K0513,"Knowledge of organizational priorities, legal authorities and requirements submission processes.",
K0514,Knowledge of organizational structures and associated intelligence capabilities.,
K0515,"WITHDRAWN: Knowledge of OSI model and underlying networking protocols (e.g., TCP/IP).",X
K0516,"Knowledge of physical and logical network devices and infrastructure to include hubs, switches, routers, firewalls, etc.",
K0517,Knowledge of post implementation review (PIR) approval process.,
K0518,Knowledge of planning activity initiation.,
K0519,"Knowledge of planning timelines adaptive, crisis action, and time-sensitive planning.",
K0520,"Knowledge of principles and practices related to target development such as target knowledge, associations, communication systems, and infrastructure.",
K0521,"Knowledge of priority information, how it is derived, where it is published, how to access, etc.",
K0522,Knowledge of production exploitation and dissemination needs and architectures. ,
K0523,"Knowledge of products and nomenclature of major vendors (e.g., security suites - Trend Micro, Symantec, McAfee, Outpost, and Panda) and how those products affect exploitation and reduce vulnerabilities.",
K0524,"Knowledge of relevant laws, regulations, and policies.",
K0525,Knowledge of required intelligence planning products associated with cyber operational planning.,
K0526,Knowledge of research strategies and knowledge management.,
K0527,Knowledge of risk management and mitigation strategies.,
K0528,Knowledge of satellite-based communication systems.,
K0529,Knowledge of scripting,
K0530,"Knowledge of security hardware and software options, including the network artifacts they induce and their effects on exploitation.",
K0531,Knowledge of security implications of software configurations.,
K0532,"Knowledge of specialized target language (e.g., acronyms, jargon, technical terminology, code words).",
K0533,"Knowledge of specific target identifiers, and their usage.",
K0534,"Knowledge of staff management, assignment, and allocation processes.",
K0535,Knowledge of strategies and tools for target research.,
K0536,"Knowledge of structure, approach, and strategy of exploitation tools (e.g., sniffers, keyloggers) and techniques (e.g., gaining backdoor access, collecting/exfiltrating data, conducting vulnerability analysis of other systems in the network).",
K0537,"Knowledge of system administration concepts for the Unix/Linux and Windows operating systems (e.g., process management, directory structure, installed applications, Access Controls).",
K0538,"Knowledge of target and threat organization structures, critical capabilities, and critical vulnerabilities",
K0539,"Knowledge of target communication profiles and their key elements (e.g., target associations, activities, communication infrastructure).",
K0540,Knowledge of target communication tools and techniques.,
K0541,"Knowledge of target cultural references, dialects, expressions, idioms, and abbreviations.",
K0542,"Knowledge of target development (i.e., concepts, roles, responsibilities, products, etc.).",
K0543,Knowledge of target estimated repair and recuperation times.,
K0544,Knowledge of target intelligence gathering and operational preparation techniques and life cycles.,
K0545,Knowledge of target language(s).,
K0546,"Knowledge of target list development (i.e. Restricted, Joint, Candidate, etc.).",
K0547,Knowledge of target methods and procedures.,
K0548,Knowledge of target or threat cyber actors and procedures.,
K0549,Knowledge of target vetting and validation procedures.,
K0550,"Knowledge of target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference.",
K0551,Knowledge of targeting cycles.,
K0552,Knowledge of tasking mechanisms.,
K0553,Knowledge of tasking processes for organic and subordinate collection assets.,
K0554,"Knowledge of tasking, collection, processing, exploitation and dissemination.",
K0555,Knowledge of TCP/IP networking protocols.,
K0556,Knowledge of telecommunications fundamentals.,
K0557,"Knowledge of terminal or environmental collection (process, objectives, organization, targets, etc.).",
K0558,Knowledge of the available tools and applications associated with collection requirements and collection management.,
K0559,"Knowledge of the basic structure, architecture, and design of converged applications.",
K0560,"Knowledge of the basic structure, architecture, and design of modern communication networks.",
K0561,"Knowledge of the basics of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection).",
K0562,"Knowledge of the capabilities and limitations of new and emerging collection capabilities, accesses and/or processes.",
K0563,"Knowledge of the capabilities, limitations and tasking methodologies of internal and external collections as they apply to planned cyber activities.",
K0564,"Knowledge of the characteristics of targeted communication networks (e.g., capacity, functionality, paths, critical nodes).",
K0565,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications.",
K0566,Knowledge of the critical information requirements and how they're used in planning.,
K0567,Knowledge of the data flow from collection origin to repositories and tools. ,
K0568,Knowledge of the definition of collection management and collection management authority.,
K0569,"Knowledge of the existent tasking, collection, processing, exploitation and dissemination architecture.",
K0570,Knowledge of the factors of threat that could impact collection operations.,
K0571,Knowledge of the feedback cycle in collection processes.,
K0572,Knowledge of the functions and capabilities of internal teams that emulate threat activities to benefit the organization.,
K0573,Knowledge of the fundamentals of digital forensics to extract actionable intelligence.,
K0574,Knowledge of the impact of language analysis on on-net operator functions.,
K0575,Knowledge of the impacts of internal and external partner staffing estimates.,
K0576,Knowledge of the information environment.,
K0577,"Knowledge of the intelligence frameworks, processes, and related systems.",
K0578,Knowledge of the intelligence requirements development and request for information processes.,
K0579,"Knowledge of the organization, roles and responsibilities of higher, lower and adjacent sub-elements.",
K0580,Knowledge of the organization’s established format for collection plan.,
K0581,"Knowledge of the organization’s planning, operations and targeting cycles.",
K0582,Knowledge of the organizational planning and staffing process.,
K0583,Knowledge of the organizational plans/directives/guidance that describe objectives.,
K0584,Knowledge of the organizational policies/procedures for temporary transfer of collection authority.,
K0585,"Knowledge of the organizational structure as it pertains to full spectrum cyber operations, including the functions, responsibilities, and interrelationships among distinct internal elements.",
K0586,Knowledge of the outputs of course of action and exercise analysis.,
K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products.",
K0588,"Knowledge of the priority information requirements from subordinate, lateral and higher levels of the organization.",
K0589,Knowledge of the process used to assess the performance and impact of operations.,
K0590,Knowledge of the processes to synchronize operational assessment procedures with the critical information requirement process.,
K0591,Knowledge of the production responsibilities and organic analysis and production capabilities.,
K0592,Knowledge of the purpose and contribution of target templates.,
K0593,"Knowledge of the range of cyber operations and their underlying intelligence support needs, topics, and focus areas.",
K0594,"Knowledge of the relationships between end states, objectives, effects, lines of operation, etc.",
K0595,"Knowledge of the relationships of operational objectives, intelligence requirements, and intelligence production tasks.",
K0596,Knowledge of the request for information process. ,
K0597,Knowledge of the role of network operations in supporting and facilitating other organization operations.,
K0598,"Knowledge of the structure and intent of organization specific plans, guidance and authorizations.",
K0599,"Knowledge of the structure, architecture, and design of modern digital and telephony networks. ",
K0600,"Knowledge of the structure, architecture, and design of modern wireless communications systems.",
K0601,Knowledge of the systems/architecture/communications used for coordination.,
K0602,Knowledge of collection disciplines and capabilities.,
K0603,Knowledge of the ways in which targets or threats use the Internet.,
K0604,Knowledge of threat and/or target systems.,
K0605,"Knowledge of tipping, cueing, mixing, and redundancy.",
K0606,"Knowledge of transcript development processes and techniques (e.g., verbatim, gist, summaries).",
K0607,Knowledge of translation processes and techniques.,
K0608,"Knowledge of Unix/Linux and Windows operating systems structures and internals (e.g., process management, directory structure, installed applications).",
K0609,Knowledge of virtual machine technologies.,
K0610,"Knowledge of virtualization products (VMware, Virtual PC).",
K0611,WITHDRAWN: Integrated into K0131,X
K0612,Knowledge of what constitutes a “threat” to a network.,
K0613,"Knowledge of who the organization’s operational planners are, how and where they can be contacted, and what are their expectations.",
K0614,"Knowledge of wireless technologies (e.g., cellular, satellite, GSM) to include the basic structure, architecture, and design of modern wireless communications systems.",
K0615,Knowledge of privacy disclosure statements based on current laws.,
K0616,"Knowledge of continuous monitoring, its processes, and Continuous Diagnostics and Mitigation (CDM) program activities.",
K0617,Knowledge of Automated security control assessments,
K0618,"Knowledge of hardware asset management and the value of tracking the location and configuration of networked devices and software across departments, locations, facilities and, potentially, supporting business functions.",
K0619,"Knowledge of software asset management and the value of tracking the location and configuration of networked devices and software across departments, locations, facilities and, potentially, supporting business functions.",
K0620,Knowledge of continuous monitoring technologies and tools.,
K0621,Knowledge of risk scoring.,
K0622,"Knowledge of controls related to the use, processing, storage, and transmission of data.",
K0623,Knowledge of risk assessment methodologies.,
K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list),
K0625,Knowledge that patching and software updates are impractical for some networked devices. ,
K0626,Knowledge of secure update mechanisms.,
K0627,Knowledge of the importance of ingress filtering to protect against automated threats that rely on spoofed network addresses.,
K0628,"Knowledge of cyber competitions as a way of developing skills by providing hands-on experience in simulated, real-world situations.",
K0629,Knowledge of white/black listing,
K0630,"Knowledge of the latest intrusion techniques, methods and documented intrusions external to the organization.",
K0631,Knowledge of collection management authority(ies).,
K0632,Knowledge of security and privacy controls,
K0633,"Knowledge of system design tools, methods and techniques.",
K0634,"Knowledge of exploitation techniques (e.g., gaining backdoor access, collecting/exfiltrating data, conducting vulnerability analysis of other systems in the network).",
,,
Skills,,
S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.,
S0002,Skill in allocating storage capacity in the design of data management systems.,
S0003,"Skill of identifying, capturing, containing, and reporting malware.",
S0004,Skill in analyzing network traffic capacity and performance characteristics.,
S0005,Skill in applying and incorporating information technologies into proposed solutions.,
S0006,"Skill in applying confidentiality, integrity, and availability principles.",
S0007,"Skill in applying host/network access controls (e.g., access control list).",
S0008,Skill in applying organization-specific systems analysis principles and techniques.,
S0009,WITHDRAWN: Skill in assessing the robustness of security systems and designs. (See S0027),X
S0010,Skill in conducting capabilities and requirements analysis.,
S0011,Skill in conducting information searches.,
S0012,"Skill in conducting knowledge mapping (e.g., map of knowledge repositories).",
S0013,Skill in conducting queries and developing algorithms to analyze data structures.,
S0014,Skill in conducting software debugging.,
S0015,Skill in conducting test events.,
S0016,Skill in configuring and optimizing software.,
S0017,Skill in creating and utilizing mathematical or statistical models.,
S0018,Skill in creating policies that reflect system security objectives.,
S0019,"Skill in creating programs that validate and process multiple inputs including command line arguments, environmental variables, and input streams.",
S0020,Skill in developing and deploying signatures.,
S0021,"Skill in designing a data analysis structure (i.e., the types of data a test must generate and how to analyze that data).",
S0022,Skill in designing countermeasures to identified security risks.,
S0023,Skill in designing security controls based on cybersecurity principles and tenets.,
S0024,Skill in designing the integration of hardware and software solutions.,
S0025,"Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort).",
S0026,Skill in determining an appropriate level of test rigor for a given system.,
S0027,"Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.",
S0028,Skill in developing data dictionaries.,
S0029,Skill in developing data models.,
S0030,Skill in developing operations-based testing scenarios.,
S0031,Skill in developing and applying security system access controls.,
S0032,"Skill in developing, testing, and implementing network infrastructure contingency and recovery plans.",
S0033,Skill in diagnosing connectivity problems.,
S0034,"Skill in discerning the protection needs (i.e., security controls) of information systems and networks.",
S0035,Skill in establishing a routing schema.,
S0036,Skill in evaluating the adequacy of security designs.,
S0037,Skill in generating queries and reports.,
S0038,"Skill in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system.",
S0039,Skill in identifying possible causes of degradation of system performance or availability and initiating actions needed to mitigate this degradation.,
S0040,"Skill in implementing, maintaining, and improving established network security practices.",
S0041,"Skill in installing, configuring, and troubleshooting LAN and WAN components such as routers, hubs, and switches.",
S0042,"Skill in maintaining databases. (i.e., backup, restore, delete data, transaction log files, etc.).",
S0043,"Skill in maintaining directory services. (e.g., Microsoft Active Directory, LDAP, etc.).",
S0044,Skill in mimicking threat behaviors.,
S0045,Skill in optimizing database performance.,
S0046,"Skill in performing packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump).",
S0047,Skill in preserving evidence integrity according to standard operating procedures or national standards.,
S0048,Skill in systems integration testing.,
S0049,Skill in the measuring and reporting of intellectual capital.,
S0050,"Skill in design modeling and building use cases (e.g., unified modeling language).",
S0051,Skill in the use of penetration testing tools and techniques.,
S0052,"Skill in the use of social engineering techniques. (e.g., phishing, baiting, tailgating, etc.).",
S0053,Skill in tuning sensors.,
S0054,Skill in using incident handling methodologies.,
S0055,Skill in using knowledge management technologies.,
S0056,"Skill in using network management tools to analyze network traffic patterns (e.g., simple network management protocol).",
S0057,Skill in using protocol analyzers.,
S0058,"Skill in using the appropriate tools for repairing software, hardware, and peripheral equipment of a system.",
S0059,Skill in using Virtual Private Network (VPN) devices and encryption.,
S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++).",
S0061,Skill in writing test plans.,
S0062,Skill in analyzing memory dumps to extract information.,
S0063,Skill in collecting data from a variety of cyber defense resources.,
S0064,Skill in developing and executing technical training programs and curricula.,
S0065,"Skill in identifying and extracting data of forensic interest in diverse media (i.e., media forensics).",
S0066,Skill in identifying gaps in technical capabilities.,
S0067,"Skill in identifying, modifying, and manipulating applicable system components within Windows, Unix, or Linux (e.g., passwords, user accounts, files).",
S0068,"Skill in collecting, processing, packaging, transporting, and storing electronic evidence to avoid alteration, loss, physical damage, or destruction of data.",
S0069,Skill in setting up a forensic workstation.,
S0070,Skill in talking to others to convey information effectively.,
S0071,"Skill in using forensic tool suites (e.g., EnCase, Sleuthkit, FTK).",
S0072,Skill in using scientific rules and methods to solve problems.,
S0073,"Skill in using virtual machines. (e.g., Microsoft Hyper-V, VMWare vSphere, Citrix XenDesktop/Server, Amazon Elastic Compute Cloud, etc.).",
S0074,Skill in physically disassembling PCs.,
S0075,"Skill in conducting forensic analyses in multiple operating system environments (e.g., mobile device systems).",
S0076,"Skill in configuring and utilizing software-based computer protection tools (e.g., software firewalls, antivirus software, anti-spyware).",
S0077,Skill in securing network communications.,
S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.,
S0079,"Skill in protecting a network against malware. (e.g., NIPS, anti-malware, restrict/prevent external devices, spam filters).",
S0080,Skill in performing damage assessments.,
S0081,"Skill in using network analysis tools to identify vulnerabilities. (e.g., fuzzing, nmap, etc.).",
S0082,Skill in evaluating test plans for applicability and completeness.,
S0083,Skill in integrating black box security testing tools into quality assurance process of software releases.,
S0084,"Skill in configuring and utilizing network protection components (e.g., Firewalls, VPNs, network intrusion detection systems).",
S0085,Skill in conducting audits or reviews of technical systems.,
S0086,Skill in evaluating the trustworthiness of the supplier and/or product.,
S0087,"Skill in deep analysis of captured malicious code (e.g., malware forensics).",
S0088,"Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump).",
S0089,"Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5]).",
S0090,Skill in analyzing anomalous code as malicious or benign.,
S0091,Skill in analyzing volatile data.,
S0092,Skill in identifying obfuscation techniques.,
S0093,"Skill in interpreting results of debugger to ascertain tactics, techniques, and procedures.",
S0094,Skill in reading Hexadecimal data.,
S0095,"Skill in identifying common encoding techniques (e.g., Exclusive Disjunction [XOR], American Standard Code for Information Interchange [ASCII], Unicode, Base64, Uuencode, Uniform Resource Locator [URL] encode).",
S0096,"Skill in reading and interpreting signatures (e.g., snort).",
S0097,Skill in applying security controls.,
S0098,WITHDRAWN: Skill in detecting host and network based intrusions via intrusion detection technologies. (See S0025),X
S0099,"WITHDRAWN: Skill in determining how a security system should work and how changes in conditions, operations, or the environment will affect these outcomes. (See S0027)",X
S0100,"Skill in utilizing or developing learning activities (e.g., scenarios, instructional games, interactive exercises). ",
S0101,"Skill in utilizing technologies (e.g., SmartBoards, websites, computers, projectors) for instructional purposes. ",
S0102,Skill in applying technical delivery capabilities.,
S0103,Skill in assessing the predictive power and subsequent generalizability of a model.,
S0104,Skill in conducting Test Readiness Reviews.,
S0105,WITHDRAWN: Skill in data mining techniques. (See S0202),X
S0106,"Skill in data pre-processing (e.g., imputation, dimensionality reduction, normalization, transformation, extraction, filtering, smoothing).",
S0107,Skill in designing and documenting overall program Test & Evaluation strategies.,
S0108,Skill in developing workforce and position qualification standards.,
S0109,Skill in identifying hidden patterns or relationships.,
S0110,"Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements.",
S0111,Skill in interfacing with customers.,
S0112,"Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events.",
S0113,Skill in performing format conversions to create a standard representation of the data.,
S0114,Skill in performing sensitivity analysis.,
S0115,Skill in preparing Test & Evaluation reports.,
S0116,Skill in designing multi-level security/cross domain solutions.,
S0117,Skill in providing Test & Evaluation resource estimate.,
S0118,Skill in developing machine understandable semantic ontologies.,
S0119,"Skill in Regression Analysis (e.g., Hierarchical Stepwise, Generalized Linear Model, Ordinary Least Squares, Tree-Based Methods, Logistic).",
S0120,Skill in reviewing logs to identify evidence of past intrusions.,
S0121,"Skill in system, network, and OS hardening techniques. (e.g., remove unnecessary services, password policies, network segmentation, enable logging, least privilege, etc.).",
S0122,Skill in the use of design methods. ,
S0123,"Skill in transformation analytics (e.g., aggregation, enrichment, processing).",
S0124,Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.,
S0125,"Skill in using basic descriptive statistics and techniques (e.g., normality, model distribution, scatter plots).",
S0126,"Skill in using data analysis tools (e.g., Excel, STATA SAS, SPSS).",
S0127,Skill in using data mapping tools.,
S0128,Skill in using manpower and personnel IT systems.,
S0129,Skill in using outlier identification and removal techniques.,
S0130,"Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc.",
S0131,Skill in analyzing malware.,
S0132,Skill in conducting bit-level analysis.,
S0133,"Skill in processing digital evidence, to include protecting and making legally sound copies of evidence.",
S0134,Skill in conducting reviews of systems.,
S0135,"Skill in secure test plan design (e. g. unit, integration, system, acceptance).",
S0136,"Skill in network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.",
S0137,Skill in conducting application vulnerability assessments.,
S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic).",
S0139,"Skill in applying security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).",
S0140,Skill in applying the systems engineering process.,
S0141,Skill in assessing security systems designs.,
S0142,Skill in conducting research for troubleshooting novel client-level problems.,
S0143,"Skill in conducting system/server planning, management, and maintenance.",
S0144,Skill in correcting physical and technical problems that impact system/server performance.,
S0145,Skill in integrating and applying policies that meet system security objectives.,
S0146,"Skill in creating policies that enable systems to meet performance objectives (e.g. traffic routing, SLA's, CPU specifications).",
S0147,"Skill in assessing security controls based on cybersecurity principles and tenets. (e.g., CIS CSC, NIST SP 800-53, Cybersecurity Framework, etc.).",
S0148,"Skill in designing the integration of technology processes and solutions, including legacy systems and modern programming languages. ",
S0149,"Skill in developing applications that can log and handle errors, exceptions, and application faults and logging.",
S0150,Skill in implementing and testing network infrastructure contingency and recovery plans.,
S0151,"Skill in troubleshooting failed system components (i.e., servers)",
S0152,"Skill in translating operational requirements into protection needs (i.e., security controls).",
S0153,"Skill in identifying and anticipating system/server performance, availability, capacity, or configuration problems.",
S0154,"Skill in installing system and component upgrades. (i.e., servers, appliances, network devices).",
S0155,Skill in monitoring and optimizing system/server performance.,
S0156,Skill in performing packet-level analysis.,
S0157,"Skill in recovering failed systems/servers. (e.g., recovery software, failover clusters, replication, etc.).",
S0158,"Skill in operating system administration. (e.g., account maintenance, data backups, maintain system performance, install and configure new hardware/software).",
S0159,Skill in configuring and validating network workstations and peripherals in accordance with approved standards and/or specifications.,
S0160,"Skill in the use of design modeling (e.g., unified modeling language).",
S0161,WITHDRAWN: Integrated into S0160,X
S0162,"Skill in applying various subnet techniques (e.g., CIDR)",
S0163,WITHDRAWN: Integrated into S0060,X
S0164,Skill in assessing the application of cryptographic standards.,
S0165,"WITHDRAWN: Skill in collecting, packaging, transporting, and storing electronic evidence to avoid alteration, loss, physical damage, or destruction of data. (See S0068)",X
S0166,Skill in identifying gaps in technical delivery capabilities.,
S0167,"Skill in recognizing vulnerabilities in security systems. (e.g., vulnerability and compliance scanning).",
S0168,Skill in setting up physical or logical sub-networks that separate an internal local area network (LAN) from other untrusted networks.,
S0169,Skill in conducting trend analysis.,
S0170,"Skill in configuring and utilizing computer protection components (e.g., hardware firewalls, servers, routers, as appropriate).",
S0171,Skill in performing impact/risk assessments.,
S0172,Skill in applying secure coding techniques. ,
S0173,Skill in using security event correlation tools.,
S0174,Skill in using code analysis tools.,
